Dataset,Record,Variable,Value
LB,1,$domain_label,Laboratory Test Results
LB,1,LBSCAT,Laboratory Test Results
LB,2,$domain_label,Laboratory Test Results
LB,2,LBSCAT,Laboratory Test Results
LB,3,$domain_label,Laboratory Test Results
LB,3,LBSCAT,Laboratory Test Results
LB,4,$domain_label,Laboratory Test Results
LB,4,LBSCAT,Laboratory Test Results
LB,5,$domain_label,Laboratory Test Results
LB,5,LBSCAT,Laboratory Test Results
LB,6,$domain_label,Laboratory Test Results
LB,6,LBSCAT,LABORATORY TEST RESULTS
LB,7,$domain_label,Laboratory Test Results
LB,7,LBSCAT,LABORATORY TEST RESULTS
LB,8,$domain_label,Laboratory Test Results
LB,8,LBSCAT,LABORATORY TEST RESULTS
LB,9,$domain_label,Laboratory Test Results
LB,9,LBSCAT,LABORATORY TEST RESULTS
LB,10,$domain_label,Laboratory Test Results
LB,10,LBSCAT,LABORATORY TEST RESULTS
