dataset,variable,label,type,length
ae,STUDYID,Study Identifier,Char,50
ae,DOMAIN,Domain Abbreviation,Char,50
ae,USUBJID,Unique Subject Identifier,Char,50
ae,AESEQ,Sequence Number,Num,8
ae,AETERM,Reported Term for the Adverse Event,Char,50
ae,AEMODIFY,Modified Reported Term,Char,50
ae,AEDECOD,Dictionary-Derived Term,Char,50
ae,AEBODSYS,Body System or Organ Class,Char,50
ae,AESEV,Severity/Intensity,Char,50
ae,AESER,Serious Event,Char,50
ae,AEACN,Action Taken with Study Treatment,Char,50
ae,AEREL,Causality,Char,50
ae,AEOUT,Outcome of Adverse Event,Char,50
ae,AESCONG,Congenital Anomaly or Birth Defect,Char,50
ae,AESDISAB,Persist or Signif Disability/Incapacity,Char,50
ae,AESDTH,Results in Death,Char,50
ae,AESHOSP,Requires or Prolongs Hospitalization,Char,50
ae,AESLIFE,Is Life Threatening,Char,50
ae,EPOCH,Epoch,Char,50
ae,AESTDTC,Start Date/Time of Adverse Event,Char,50
ae,AEENDTC,End Date/Time of Adverse Event,Char,50
ae,AESTDY,Study Day of Start of Adverse Event,Num,8
ae,AEENDY,Study Day of End of Adverse Event,Num,8
ae,AEENRF,End Relative to Reference Period,Char,50
vs,STUDYID,Study Identifier,Char,12
vs,DOMAIN,Domain Abbreviation,Char,2
vs,USUBJID,Unique Subject Identifier,Char,8
vs,VSSEQ,Sequence Number,Num,8
vs,VSTESTCD,Vital Signs Test Short Name,Char,8
vs,VSTEST,Vital Signs Test Name,Char,24
vs,VSPOS,Vital Signs Position of Subject,Char,8
vs,VSORRES,Result or Findings as Collected,Char,8
vs,VSORRESU,Original Units,Char,9
vs,VSSTRESC,Character Result/Finding in Std Format,Char,200
vs,VSSTRESN,Numeric Result/Finding in Standard Units,Num,8
vs,VSSTRESU,Standard Units,Char,9
vs,VSSTAT,Completion Status,Char,8
vs,VSLOC,Location of Vital Signs Measurement,Char,11
vs,VSLOBXFL,Last Observation Before Exposure Flag,Char,1
vs,VSREPNUM,Repetition Number,Num,8
vs,VISITNUM,Visit Number,Num,8
vs,VISIT,Visit Name,Char,200
vs,EPOCH,Epoch,Char,9
vs,VSDTC,Date/Time of Measurements,Char,10
vs,VSDY,Study Day of Vital Signs,Num,8
dm,STUDYID,Study Identifier,Char,50
dm,DOMAIN,Domain Abbreviation,Char,50
dm,USUBJID,Unique Subject Identifier,Char,50
dm,ARMCD,Planned Arm Code,Char,50
dm,ARM,Description of Planned Arm,Char,50
dm,ACTARMCD,Actual Arm Code,Char,50
dm,ACTARM,Description of Actual Arm,Char,50
dm,ARMNRS,Reason Arm and/or Actual Arm is Null,Char,50
dm,ACTARMUD,Description of Unplanned Actual Arm,Char,50
dm,RFSTDTC,Subject Reference Start Date/Time,Char,10
