Dataset,Record,Variable,Value
TR.csv,1,TRPORTOT,
TR.csv,2,TRPORTOT,SEGMENT
TR.csv,3,TRPORTOT,
TR.csv,4,TRPORTOT,
TR.csv,5,TRPORTOT,
TR.csv,6,TRPORTOT,SEGMENT
TR.csv,7,TRPORTOT,
TR.csv,8,TRPORTOT,
TR.csv,9,TRPORTOT,
TR.csv,10,TRPORTOT,
TR.csv,11,TRPORTOT,SEGMENT
TR.csv,12,TRPORTOT,
TR.csv,13,TRPORTOT,
TR.csv,14,TRPORTOT,
TR.csv,15,TRPORTOT,
TR.csv,16,TRPORTOT,
TR.csv,17,TRPORTOT,
TR.csv,18,TRPORTOT,
TR.csv,19,TRPORTOT,
TR.csv,20,TRPORTOT,
TR.csv,21,TRPORTOT,
TR.csv,22,TRPORTOT,
TR.csv,23,TRPORTOT,
TR.csv,24,TRPORTOT,
TR.csv,25,TRPORTOT,
TR.csv,26,TRPORTOT,
TR.csv,27,TRPORTOT,
