Dataset,Record,Variable,Value
PD,1,SPTOBID,VAPE-Z27
PD,1,PDPARMCD,PUFCNT
PD,1,PDVALTRG,311
PD,1,PDVALMAX,310
PD,2,SPTOBID,VAPE-Z27
PD,2,PDPARMCD,CRTVOL
PD,2,PDVALTRG,3
PD,2,PDVALMAX,2.9
PD,3,SPTOBID,VAPE-Z27
PD,3,PDPARMCD,HTELNUM
PD,3,PDVALTRG,-1.1
PD,3,PDVALMAX,-2.1
PD,4,SPTOBID,VAPE-Z27
PD,4,PDPARMCD,HTELGTH
PD,4,PDVALTRG,3.4
PD,4,PDVALMAX,3.3
PD,6,SPTOBID,VAPE-Z27
PD,6,PDPARMCD,BTVLTORG
PD,6,PDVALTRG,4.5
PD,6,PDVALMAX,4
PD,7,SPTOBID,VAPE-Z27
PD,7,PDPARMCD,BTCRTORG
PD,7,PDVALTRG,1601
PD,7,PDVALMAX,1600.99
PD,8,SPTOBID,VAPE-Z27
PD,8,PDPARMCD,PDUVOR
PD,8,PDVALTRG,4.3
PD,8,PDVALMAX,4.2
PD,10,SPTOBID,VAPE-Z27
PD,10,PDPARMCD,PDUTCTOF
PD,10,PDVALTRG,70
PD,10,PDVALMAX,69
PD,11,SPTOBID,VAPE-Z27
PD,11,PDPARMCD,AIRFLRT
PD,11,PDVALTRG,800
PD,11,PDVALMAX,740
