Dataset,Record,Variable,Value
<<<<<<< HEAD
AG,0,AGOCCUR,
AG,0,AGPRESP,Y
AG,0,AGSTAT,
AG,1,AGOCCUR,
AG,1,AGPRESP,Y
AG,1,AGSTAT,
BE,0,BEOCCUR,
BE,0,BEPRESP,Y
BE,0,BESTAT,
BE,1,BEOCCUR,
BE,1,BEPRESP,Y
BE,1,BESTAT,
BE,2,BEOCCUR,
BE,2,BEPRESP,Y
BE,2,BESTAT,
CE,0,CEOCCUR,
CE,0,CEPRESP,Y
CE,0,CESTAT,
CE,1,CEOCCUR,
CE,1,CEPRESP,Y
CE,1,CESTAT,
CE,2,CEOCCUR,
CE,2,CEPRESP,Y
CE,2,CESTAT,
CM,0,CMOCCUR,
CM,0,CMPRESP,Y
CM,0,CMSTAT,
CM,1,CMOCCUR,
CM,1,CMPRESP,Y
CM,1,CMSTAT,
EC,0,ECOCCUR,
EC,0,ECPRESP,Y
EC,0,ECSTAT,
EC,1,ECOCCUR,
EC,1,ECPRESP,Y
EC,1,ECSTAT,
EC,2,ECOCCUR,
EC,2,ECPRESP,Y
EC,2,ECSTAT,
HO,0,HOOCCUR,
HO,0,HOPRESP,Y
HO,0,HOSTAT,
HO,1,HOOCCUR,
HO,1,HOPRESP,Y
HO,1,HOSTAT,
HO,2,HOOCCUR,
HO,2,HOPRESP,Y
HO,2,HOSTAT,
MH,0,MHOCCUR,
MH,0,MHPRESP,Y
MH,0,MHSTAT,
MH,1,MHOCCUR,
MH,1,MHPRESP,Y
MH,1,MHSTAT,
MH,2,MHOCCUR,
MH,2,MHPRESP,Y
MH,2,MHSTAT,
ML,0,MLOCCUR,
ML,0,MLPRESP,Y
ML,0,MLSTAT,
ML,1,MLOCCUR,
ML,1,MLPRESP,Y
ML,1,MLSTAT,
PR,0,PROCCUR,
PR,0,PRPRESP,Y
PR,0,PRSTAT,
PR,1,PROCCUR,
PR,1,PRPRESP,Y
PR,1,PRSTAT,
SU,0,SUOCCUR,
SU,0,SUPRESP,Y
SU,0,SUSTAT,
SU,1,SUOCCUR,
SU,1,SUPRESP,Y
SU,1,SUSTAT,
=======
AG.csv,1,AGOCCUR,
AG.csv,1,AGPRESP,Y
AG.csv,1,AGSTAT,
AG.csv,2,AGOCCUR,
AG.csv,2,AGPRESP,Y
AG.csv,2,AGSTAT,
BE.csv,1,BEOCCUR,
BE.csv,1,BEPRESP,Y
BE.csv,1,BESTAT,
BE.csv,2,BEOCCUR,
BE.csv,2,BEPRESP,Y
BE.csv,2,BESTAT,
BE.csv,3,BEOCCUR,
BE.csv,3,BEPRESP,Y
BE.csv,3,BESTAT,
CE.csv,1,CEOCCUR,
CE.csv,1,CEPRESP,Y
CE.csv,1,CESTAT,
CE.csv,2,CEOCCUR,
CE.csv,2,CEPRESP,Y
CE.csv,2,CESTAT,
CE.csv,3,CEOCCUR,
CE.csv,3,CEPRESP,Y
CE.csv,3,CESTAT,
CM.csv,1,CMOCCUR,
CM.csv,1,CMPRESP,Y
CM.csv,1,CMSTAT,
CM.csv,2,CMOCCUR,
CM.csv,2,CMPRESP,Y
CM.csv,2,CMSTAT,
EC.csv,1,ECOCCUR,
EC.csv,1,ECPRESP,Y
EC.csv,1,ECSTAT,
EC.csv,2,ECOCCUR,
EC.csv,2,ECPRESP,Y
EC.csv,2,ECSTAT,
EC.csv,3,ECOCCUR,
EC.csv,3,ECPRESP,Y
EC.csv,3,ECSTAT,
HO.csv,1,HOOCCUR,
HO.csv,1,HOPRESP,Y
HO.csv,1,HOSTAT,
HO.csv,2,HOOCCUR,
HO.csv,2,HOPRESP,Y
HO.csv,2,HOSTAT,
HO.csv,3,HOOCCUR,
HO.csv,3,HOPRESP,Y
HO.csv,3,HOSTAT,
MH.csv,1,MHOCCUR,
MH.csv,1,MHPRESP,Y
MH.csv,1,MHSTAT,
MH.csv,2,MHOCCUR,
MH.csv,2,MHPRESP,Y
MH.csv,2,MHSTAT,
MH.csv,3,MHOCCUR,
MH.csv,3,MHPRESP,Y
MH.csv,3,MHSTAT,
ML.csv,1,MLOCCUR,
ML.csv,1,MLPRESP,Y
ML.csv,1,MLSTAT,
ML.csv,2,MLOCCUR,
ML.csv,2,MLPRESP,Y
ML.csv,2,MLSTAT,
PR.csv,1,PROCCUR,
PR.csv,1,PRPRESP,Y
PR.csv,1,PRSTAT,
PR.csv,2,PROCCUR,
PR.csv,2,PRPRESP,Y
PR.csv,2,PRSTAT,
SU.csv,1,SUOCCUR,
SU.csv,1,SUPRESP,Y
SU.csv,1,SUSTAT,
SU.csv,2,SUOCCUR,
SU.csv,2,SUPRESP,Y
SU.csv,2,SUSTAT,
>>>>>>> main
