dataset,variable,label,type,length
bg,STUDYID,Study Identifier,Char,12
bg,DOMAIN,Domain Abbreviation,Char,2
bg,USUBJID,Unique Subject Identifier,Char,8
bg,BGSEQ,Sequence Number,Num,8
bg,BGTESTCD,Vital Signs Test Short Name,Char,6
bg,BGTEST,Vital Signs Test Name,Char,24
bg,BGORRES,Result or Finding in Original Units,Char,8
bg,BGORRESU,Original Units,Char,9
bg,BGSTRESC,Character Result/Finding in Std Format,Char,200
bg,BGSTRESN,Numeric Result/Finding in Standard Units,Num,8
bg,BGSTRESU,Standard Units,Char,9
bg,BGSTAT,Completion Status,Char,8
bg,BGREASND,Reason Not Done,Char,8
bg,BGLOBXFL,Last Observation Before Exposure Flag,Char,1
bg,BGREPNUM,Repetition Number,Num,8
bg,VISITNUM,Visit Number,Num,8
bg,VISIT,Visit Name,Char,200
bg,EPOCH,Epoch,Char,9
bg,BGDTC,Date/Time of Measurements,Char,10
bg,BGDY,Study Day of Vital Signs,Num,8
bg,BGTPT,Planned Time Point Name,Char,200
bg,BGTPTNUM,Planned Time Point Number,Num,8
