dataset,variable,label,type,length
Code.xpt,parent_entity,Parent Entity Name,String,[1]
Code.xpt,parent_id,Parent Entity Id,String,[1]
Code.xpt,parent_rel,Name of Relationship from Parent Entity,String,[1]
Code.xpt,rel_type,Type of Relationship,String,[1]
Code.xpt,id,(Code Id),String,[1]
Code.xpt,code,Code Value,String,[1]
Code.xpt,codeSystem,Code System Name,String,[1]
Code.xpt,codeSystemVersion,Code System Version,String,[1]
Code.xpt,decode,Decode,String,[1]
Code.xpt,instanceType,(Code Instance Type),String,[1]
StudyCohort.xpt,parent_entity,Parent Entity Name,String,[1]
StudyCohort.xpt,parent_id,Parent Entity Id,String,[1]
StudyCohort.xpt,parent_rel,Name of Relationship from Parent Entity,String,[1]
StudyCohort.xpt,rel_type,Type of Relationship,String,[1]
StudyCohort.xpt,id,(Study Cohort Id),String,[1]
StudyCohort.xpt,name,Study Cohort Name,String,[1]
StudyCohort.xpt,label,Study Cohort Label,String,[0..1]
StudyCohort.xpt,description,Study Cohort Description,String,[0..1]
StudyCohort.xpt,plannedSex,Study Cohort Planned Sex [Any Exist],Boolean,Code[0..2]
StudyCohort.xpt,includesHealthySubjects,Study Cohort Includes Healthy Subjects Indicator,Boolean,[1]
StudyCohort.xpt,plannedAge,Study Cohort Planned Age [Exists],Boolean,Range[0..1]
StudyCohort.xpt,plannedAge.id,Study Cohort Planned Age / (Range Id),String,Range[0..1]>id[1]
StudyCohort.xpt,plannedAge.minValue,Study Cohort Planned Age / Minimum Value [Exists],Boolean,Quantity[1]
StudyCohort.xpt,plannedAge.minValue.id,Study Cohort Planned Age / Minimum Value / (Quantity Id),String,Range[0..1]>Quantity[1]>id[1]
StudyCohort.xpt,plannedAge.minValue.value,Study Cohort Planned Age / Minimum Value / Quantity Value,Float,Range[0..1]>Quantity[1]>value[1]
StudyCohort.xpt,plannedAge.minValue.unit,Study Cohort Planned Age / Minimum Value / Quantity Unit [Exists],Boolean,AliasCode[0..1]
StudyCohort.xpt,plannedAge.minValue.unit.id,Study Cohort Planned Age / Minimum Value / Quantity Unit / (Alias Code Id),String,Range[0..1]>Quantity[1]>AliasCode[0..1]>id[1]
StudyCohort.xpt,plannedAge.minValue.unit.standardCode,Study Cohort Planned Age / Minimum Value / Quantity Unit / Standard Code [Exists],Boolean,Code[1]
StudyCohort.xpt,plannedAge.minValue.unit.standardCode.id,Study Cohort Planned Age / Minimum Value / Quantity Unit / Standard Code / (Code Id),String,Range[0..1]>Quantity[1]>AliasCode[0..1]>Code[1]>id[1]
StudyCohort.xpt,plannedAge.minValue.unit.standardCode.code,Study Cohort Planned Age / Minimum Value / Quantity Unit / Standard Code / Code Value,String,Range[0..1]>Quantity[1]>AliasCode[0..1]>Code[1]>code[1]
StudyCohort.xpt,plannedAge.minValue.unit.standardCode.codeSystem,Study Cohort Planned Age / Minimum Value / Quantity Unit / Standard Code / Code System Name,String,Range[0..1]>Quantity[1]>AliasCode[0..1]>Code[1]>codeSystem[1]
StudyCohort.xpt,plannedAge.minValue.unit.standardCode.codeSystemVersion,Study Cohort Planned Age / Minimum Value / Quantity Unit / Standard Code / Code System Version,String,Range[0..1]>Quantity[1]>AliasCode[0..1]>Code[1]>codeSystemVersion[1]
StudyCohort.xpt,plannedAge.minValue.unit.standardCode.decode,Study Cohort Planned Age / Minimum Value / Quantity Unit / Standard Code / Decode,String,Range[0..1]>Quantity[1]>AliasCode[0..1]>Code[1]>decode[1]
