dataset,variable,label,type,length
advs,STUDYID,Study Identifier,Char,50
advs,SUBJID,Subject Identifier for the Study,Char,50
advs,AVISIT,Analysis Visit,Char,50
advs,ADY,Analysis Relative Day,Num,8
advs,PARAMCD,Parameter Code,Char,8
advs,PARAM,Parameter,Char,50
advs,BASE,Baseline Value,Num,8
advs,CHG,Change from Baseline,Num,8
advs,AVAL,Analysis Value,Num,8
advs,DTYPE,Derivation Type,Char,50
advs,ANL01FL,Analysis Flag 02,Char,50
adsl,STUDYID,Study Identifier,Char,50
adsl,USUBJID,Unique Subject Identifier,Char,50
adsl,FASFL,Full Analysis Set Population Flag,Char,50
adsl,SAFFL,Safety Population Flag,Char,50
adsl,ITTFL,Intent-To-Treat Population Flag,Char,50
adsl,PPROTFL,Per-Protocol Population Flag,Char,50
adsl,COMPLFL,Completers Population Flag,Char,50
adsl,RANDFL,Randomized Population Flag,Char,50
adsl,ENRLFL,Enrolled Population Flag,Char,50
adae,STUDYID,Study Identifier,Char,50
adae,USUBJID,Unique Subject Identifier,Char,50
adae,SUBJID,Subject Identifier for the Study,Char,50
adae,SITEID,Study Site Identifier,Char,50
adae,AESEQ,Sequence Number,Num,8
adae,AETERM,Reported Term,Char,50
adae,AEBODSYS,Body System or Organ Class,Char,50
adae,AEBDSYCD,Body System or Organ Class Code,Num,8
adae,AELLT,Lowest Level Term,Char,50
adae,AELLTCD,Lowest Level Term Code,Num,8
adae,AEPTCD,Preferred Term Code,Num,8
adae,AEHLT,High Level Term,Char,50
adae,AEHLTCD,High Level Term Code,Num,8
adae,AEHLGT,High Level Group Term,Char,50
adae,AEHLGTCD,High Level Group Term Code,Num,8
adae,AESOC,Primary System Organ Class,Char,50
adae,AESOCCD,Primary System Organ Class Code,Num,8
adae,TRTEMFL,Treatment Emergent Analysis Flag,Char,50
adae,AESER,Serious Event,Char,50
adae,ANL01FL,Analysis Flag 03,Char,50
