dataset,variable,label,type,length
dm.xpt,STUDYID,Study Identifier,Char,12
dm.xpt,DOMAIN,Domain Abbreviation,Char,2
dm.xpt,USUBJID,Unique Subject Identifier,Char,20
dm.xpt,SUBJID,Subject Identifier for the Study,Char,12
dm.xpt,RFSTDTC,Subject Reference Start Date/Time,Char,10
dm.xpt,RFENDTC,Subject Reference End Date/Time,Char,10
dm.xpt,RFXSTDTC,Date/Time of First Study Treatment,Char,10
dm.xpt,RFXENDTC,Date/Time of Last Study Treatment,Char,10
dm.xpt,ARMCD,Planned Arm Code,Char,8
dm.xpt,ARM,Description of Planned Arm,Char,28
dm.xpt,SETCD,Set Code,Char,8
tx.xpt,STUDYID,Study Identifier,Char,12
tx.xpt,DOMAIN,Domain Abbreviation,Char,2
tx.xpt,SETCD,Set Code,Char,8
tx.xpt,TXSEQ,Subject Identifier for the Study,Num,2
co.xpt,STUDYID,Study Identifier,Char,12
co.xpt,DOMAIN,Domain Abbreviation,Char,2
co.xpt,RDOMAIN,Related Domain Abbreviation,Char,2
co.xpt,USUBJID,Unique Subject Identifier,Char,20
co.xpt,POOLID,Pool Identifier,Char,20
co.xpt,COSEQ,Sequence Number,Num,5
se.xpt,STUDYID,Study Identifier,Char,12
se.xpt,DOMAIN,Domain Abbreviation,Char,2
se.xpt,USUBJID,Unique Subject Identifier,Char,20
se.xpt,SESEQ,Sequence Number,Num,3
se.xpt,ETCD,Element Code,Char,20
se.xpt,ELEMENT,Description of Element,Char,40
