Dataset,Record,Variable,Value
iq.csv,1,SPTOBID,CIG01A
iq.csv,1,IQVALTRG,683.71
iq.csv,1,IGDCMPID,Tobacco Filler
iq.csv,1,IQVALMAX,683.7
iq.csv,2,SPTOBID,CIG01A
iq.csv,2,IQVALTRG,306
iq.csv,2,IGDCMPID,Bright Tobacco
iq.csv,2,IQVALMAX,305
iq.csv,3,SPTOBID,CIG01A
iq.csv,3,IQVALTRG,118
iq.csv,3,IGDCMPID,Oriental Tobacco
iq.csv,3,IQVALMAX,117
iq.csv,4,SPTOBID,CIG01A
iq.csv,4,IQVALTRG,0.46
iq.csv,4,IGDCMPID,Cationic Starch
iq.csv,4,IQVALMAX,0.45
iq.csv,5,SPTOBID,CIG01A
iq.csv,5,IQVALTRG,-0.24
iq.csv,5,IGDCMPID,Seam Adhesive
iq.csv,5,IQVALMAX,-0.25
