Dataset,Record,Variable,Value
iq.xpt,1,SPTOBID,CIG01A
iq.xpt,1,IQVALTRG,683.71
iq.xpt,1,IGDCMPID,Tobacco Filler
iq.xpt,1,IQVALMAX,683.7
iq.xpt,2,SPTOBID,CIG01A
iq.xpt,2,IQVALTRG,306
iq.xpt,2,IGDCMPID,Bright Tobacco
iq.xpt,2,IQVALMAX,305
iq.xpt,3,SPTOBID,CIG01A
iq.xpt,3,IQVALTRG,118
iq.xpt,3,IGDCMPID,Oriental Tobacco
iq.xpt,3,IQVALMAX,117
iq.xpt,4,SPTOBID,CIG01A
iq.xpt,4,IQVALTRG,0.46
iq.xpt,4,IGDCMPID,Cationic Starch
iq.xpt,4,IQVALMAX,0.45
iq.xpt,5,SPTOBID,CIG01A
iq.xpt,5,IQVALTRG,-0.24
iq.xpt,5,IGDCMPID,Seam Adhesive
iq.xpt,5,IQVALMAX,-0.25
