dataset,variable,label,type,length
ec.xpt,STUDYID,Study Identifier,Char,50
ec.xpt,DOMAIN,Domain Abbreviation,Char,50
ec.xpt,USUBJID,Unique Subject Identifier,Char,50
ec.xpt,SPDEVID,Sponsor Device Identifier,Char,200
ec.xpt,ECSEQ,Sequence Number,Num,8
ec.xpt,ECTRT,Name of Treatment,Char,50
ec.xpt,ECPRESP,Pre-Specified,Char,50
ec.xpt,ECDOSE,Dose,Num,8
ec.xpt,ECDOSTXT,Dose Description,Char,50
ec.xpt,ECDOSU,Dose Units,Char,50
ec.xpt,ECDOSFRM,Dose Form,Char,50
ec.xpt,ECDOSFRQ,Dosing Frequency per Interval,Char,50
ec.xpt,ECROUTE,Route of Administration,Char,50
ec.xpt,ECLOT,Lot Number,Char,50
ec.xpt,ECPSTRG,Pharmaceutical Strength,Num,8
ec.xpt,ECPSTRGU,Pharmaceutical Strength Units,Char,50
ec.xpt,ECSTAT,Completion Status,Char,50
ec.xpt,EPOCH,Epoch,Char,50
ec.xpt,ECSTDTC,Start Date/Time of Treatment,Char,50
ec.xpt,ECENDTC,End Date/Time of Treatment,Char,50
ec.xpt,ECSTDY,Study Day of Start of Treatment,Num,8
ec.xpt,ECENDY,Study Day of End of Treatment,Num,8
