Dataset,Record,Variable,Value
SUPPEC.csv,0,IDVAR,ECSEQ
SUPPEC.csv,0,IDVARVAL,
SUPPEC.csv,0,QNAM,ECREASOC
SUPPEC.csv,1,IDVAR,ECSEQ
SUPPEC.csv,1,IDVARVAL,
SUPPEC.csv,1,QNAM,ECREASOC
SUPPEC.csv,2,IDVAR,ECSEQ
SUPPEC.csv,2,IDVARVAL,
SUPPEC.csv,2,QNAM,ECREASOC
SUPPEC.csv,3,IDVAR,ECSEQ
SUPPEC.csv,3,IDVARVAL,
SUPPEC.csv,3,QNAM,ECREASOC
SUPPEC.csv,4,IDVAR,ECSEQ
SUPPEC.csv,4,IDVARVAL,
SUPPEC.csv,4,QNAM,ECREASOC
SUPPEC.csv,5,IDVAR,ECSEQ
SUPPEC.csv,5,IDVARVAL,
SUPPEC.csv,5,QNAM,ECREASOC
SUPPEC.csv,6,IDVAR,ECSEQ
SUPPEC.csv,6,IDVARVAL,
SUPPEC.csv,6,QNAM,ECREASOC
