path,attribute,value
/ParameterMap/0,id,ParameterMap_1
/ParameterMap/0,parent_entity,SyntaxTemplateDictionary
/ParameterMap/0,parent_id,SyntaxTemplateDictionary_1
/ParameterMap/0,parent_rel,parameterMaps
/ParameterMap/0,reference,"<usdm:ref klass=""Range1"" id=""Range_3"" attribute=""maxValue""></usdm:ref>"
/ParameterMap/0,tag,class_with_number
/ParameterMap/1,id,ParameterMap_3
/ParameterMap/1,parent_entity,SyntaxTemplateDictionary
/ParameterMap/1,parent_id,SyntaxTemplateDictionary_1
/ParameterMap/1,parent_rel,parameterMaps
/ParameterMap/1,reference,"<usdm:ref id=""StudyDesignPopulation_1"" klass=""StudyDesignPopulation"" attribute=""description!""></usdm:ref>"
/ParameterMap/1,tag,attribute_with_non_alpha
/ParameterMap/2,id,ParameterMap_4
/ParameterMap/2,parent_entity,SyntaxTemplateDictionary
/ParameterMap/2,parent_id,SyntaxTemplateDictionary_2
/ParameterMap/2,parent_rel,parameterMaps
/ParameterMap/2,reference,"<usdm:ref id=""Activity_6"" attribute=""label"" class=""Activity""></usdm:ref>"
/ParameterMap/2,tag,class_not_klass
/ParameterMap/3,id,ParameterMap_5
/ParameterMap/3,parent_entity,SyntaxTemplateDictionary
/ParameterMap/3,parent_id,SyntaxTemplateDictionary_2
/ParameterMap/3,parent_rel,parameterMaps
/ParameterMap/3,reference,"<usdm:ref klass=""Activity"" id=""Activity_5""></usdm:ref>"
/ParameterMap/3,tag,missing_attribute
/ParameterMap/4,id,ParameterMap_6
/ParameterMap/4,parent_entity,SyntaxTemplateDictionary
/ParameterMap/4,parent_id,SyntaxTemplateDictionary_2
/ParameterMap/4,parent_rel,parameterMaps
/ParameterMap/4,reference,"<usdm:ref attribute=""label"" klass=""Activity"" id=""Activity_9""></usdm:ref>"
/ParameterMap/4,tag,trailing_spaces
/ParameterMap/5,id,ParameterMap_6
/ParameterMap/5,parent_entity,SyntaxTemplateDictionary
/ParameterMap/5,parent_id,SyntaxTemplateDictionary_2
/ParameterMap/5,parent_rel,parameterMaps
/ParameterMap/5,reference,"<usdm:ref attribute=""label"" klass=""Activity"" id=""Activity_9""></usdm:ref>"
/ParameterMap/5,tag,leading_space
/ParameterMap/6,id,ParameterMap_7
/ParameterMap/6,parent_entity,SyntaxTemplateDictionary
/ParameterMap/6,parent_id,SyntaxTemplateDictionary_3
/ParameterMap/6,parent_rel,parameterMaps
/ParameterMap/6,reference,"<usdm:ref attribute=""maxValue"" id=""Range_1"" klass=""MissingCloseSlash"">"
/ParameterMap/6,tag,missing_closing_slash_or_tag
/ParameterMap/7,id,ParameterMap_8
/ParameterMap/7,parent_entity,SyntaxTemplateDictionary
/ParameterMap/7,parent_id,SyntaxTemplateDictionary_3
/ParameterMap/7,parent_rel,parameterMaps
/ParameterMap/7,reference,"usdm:ref attribute=""maxValue"" id=""Range_1"" klass=""MissingCloseSlash""/>"
/ParameterMap/7,tag,missing_leading_bracket
/ParameterMap/8,id,ParameterMap_9
/ParameterMap/8,parent_entity,SyntaxTemplateDictionary
/ParameterMap/8,parent_id,SyntaxTemplateDictionary_3
/ParameterMap/8,parent_rel,parameterMaps
/ParameterMap/8,reference,a piece of text that includes usdm:ref
/ParameterMap/8,tag,fixed_string
