path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001018\negative\01\results\unit-test-coreid-DDF00158-negative-1.json,StudyDesign.id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001018\negative\01\results\unit-test-coreid-DDF00158-negative-1.json,StudyDesign.name,Study Design 1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001018\negative\01\results\unit-test-coreid-DDF00158-negative-1.json,category,Inclusion Criteria
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001018\negative\01\results\unit-test-coreid-DDF00158-negative-1.json,identifier,01
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001018\negative\01\results\unit-test-coreid-DDF00158-negative-1.json,name,IN01
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001018\negative\01\results\unit-test-coreid-DDF00158-negative-1.json,StudyDesign.id,InterventionalStudyDesign_2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001018\negative\01\results\unit-test-coreid-DDF00158-negative-1.json,StudyDesign.name,Study Design 2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001018\negative\01\results\unit-test-coreid-DDF00158-negative-1.json,category,Exclusion Criteria
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001018\negative\01\results\unit-test-coreid-DDF00158-negative-1.json,identifier,31b
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001018\negative\01\results\unit-test-coreid-DDF00158-negative-1.json,name,EX23
