Dataset,Record,Variable,Value
ae.csv,,AESEQ,2
ae.csv,,USUBJID,001
ae.csv,,STUDYID,TEST
ae.csv,,POOLID,Not in dataset
ae.csv,,DOMAIN,Not in dataset
lb.csv,,LBSEQ,1
lb.csv,,DOMAIN,LB
lb.csv,,STUDYID,ABC123
lb.csv,,POOLID,Not in dataset
lb.csv,,USUBJID,Not in dataset
ec.csv,,ECSEQ,1
ec.csv,,USUBJID,CDISC001
ec.csv,,DOMAIN,EC
ec.csv,,POOLID,Not in dataset
ec.csv,,STUDYID,Not in dataset
fa.csv,,POOLID,ABC123-0201
fa.csv,,DOMAIN,FA
fa.csv,,STUDYID,ABC123
fa.csv,,FASEQ,Not in dataset
fa.csv,,USUBJID,Not in dataset
