dataset,variable,label,type,length
suppqscq.xpt,STUDYID,Study Identifier,Char,50
suppqscq.xpt,RDOMAIN,Related Domain Abbreviation,Char,2
suppqscq.xpt,USUBJID,Subject Identifier,Char,14
suppqscq.xpt,IDVAR,Identifying Variable,Char,6
suppqscq.xpt,IDVARVAL,Identifying Variable Value,Char,4
suppqscq.xpt,QNAM,Qualifier Variable Name,Char,11
suppqscq.xpt,QLABEL,Qualifier Variable Label,Char,49
suppqscq.xpt,QVAL,Data Value,Char,19
suppqscq.xpt,QORIG,Origin,Char,8
suppqscq.xpt,QEVAL,Evaluator,Char,22
suppqssw.xpt,STUDYID,Study Identifier,Char,50
suppqssw.xpt,RDOMAIN,Related Domain Abbreviation,Char,2
suppqssw.xpt,USUBJID,Subject Identifier,Char,14
suppqssw.xpt,IDVAR,Identifying Variable,Char,6
suppqssw.xpt,IDVARVAL,Identifying Variable Value,Char,4
suppqssw.xpt,QNAM,Qualifier Variable Name,Char,11
suppqssw.xpt,QLABEL,Qualifier Variable Label,Char,49
suppqssw.xpt,QVAL,Data Value,Char,19
suppqssw.xpt,QORIG,Origin,Char,8
suppqssw.xpt,QEVAL,Evaluator,Char,22
