path,attribute,value
/ObservationalStudyDesign/0,$code_for_decode_pref_term,
/ObservationalStudyDesign/0,$code_for_decode_value,C15197
/ObservationalStudyDesign/0,$codelist_code,C127259
/ObservationalStudyDesign/0,$codelist_extensible,True
/ObservationalStudyDesign/0,$pref_term_for_code,Cohort Study
/ObservationalStudyDesign/0,$value_for_code,COHORT
/ObservationalStudyDesign/0,id,ObservationalStudyDesign_1
/ObservationalStudyDesign/0,model.code,C15208
/ObservationalStudyDesign/0,model.codeSystem,http://www.cdisc.org
/ObservationalStudyDesign/0,model.codeSystemVersion,2025-09-26
/ObservationalStudyDesign/0,model.decode,CASE CONTROL
/ObservationalStudyDesign/0,name,Study Design 1
/ObservationalStudyDesign/0,parent_entity,StudyVersion
/ObservationalStudyDesign/0,parent_id,StudyVersion_1
/ObservationalStudyDesign/0,parent_rel,studyDesigns
/ObservationalStudyDesign/1,$code_for_decode_pref_term,
/ObservationalStudyDesign/1,$code_for_decode_value,
/ObservationalStudyDesign/1,$codelist_code,C127259
/ObservationalStudyDesign/1,$codelist_extensible,True
/ObservationalStudyDesign/1,$pref_term_for_code,Observational Case-Crossover Study
/ObservationalStudyDesign/1,$value_for_code,CASE CROSSOVER
/ObservationalStudyDesign/1,id,ObservationalStudyDesign_2
/ObservationalStudyDesign/1,model.code,C127779
/ObservationalStudyDesign/1,model.codeSystem,http://www.cdisc.org
/ObservationalStudyDesign/1,model.codeSystemVersion,2025-09-26
/ObservationalStudyDesign/1,model.decode,CASE-CROSSOVER
/ObservationalStudyDesign/1,name,Study Design 2
/ObservationalStudyDesign/1,parent_entity,StudyVersion
/ObservationalStudyDesign/1,parent_id,StudyVersion_1
/ObservationalStudyDesign/1,parent_rel,studyDesigns
/ObservationalStudyDesign/2,$code_for_decode_pref_term,
/ObservationalStudyDesign/2,$code_for_decode_value,C15362
/ObservationalStudyDesign/2,$codelist_code,C127259
/ObservationalStudyDesign/2,$codelist_extensible,True
/ObservationalStudyDesign/2,$pref_term_for_code,
/ObservationalStudyDesign/2,$value_for_code,
/ObservationalStudyDesign/2,id,ObservationalStudyDesign_3
/ObservationalStudyDesign/2,model.code,C15362xx
/ObservationalStudyDesign/2,model.codeSystem,http://www.cdisc.org
/ObservationalStudyDesign/2,model.codeSystemVersion,2025-09-26
/ObservationalStudyDesign/2,model.decode,CASE ONLY
/ObservationalStudyDesign/2,name,Study Design 3
/ObservationalStudyDesign/2,parent_entity,StudyVersion
/ObservationalStudyDesign/2,parent_id,StudyVersion_1
/ObservationalStudyDesign/2,parent_rel,studyDesigns
/ObservationalStudyDesign/3,$code_for_decode_pref_term,
/ObservationalStudyDesign/3,$code_for_decode_value,C15208
/ObservationalStudyDesign/3,$codelist_code,C127259
/ObservationalStudyDesign/3,$codelist_extensible,True
/ObservationalStudyDesign/3,$pref_term_for_code,Cohort Study
/ObservationalStudyDesign/3,$value_for_code,COHORT
/ObservationalStudyDesign/3,id,ObservationalStudyDesign_4
/ObservationalStudyDesign/3,model.code,C15208
/ObservationalStudyDesign/3,model.codeSystem,C127259
/ObservationalStudyDesign/3,model.codeSystemVersion,2025-09-26
/ObservationalStudyDesign/3,model.decode,COHORT
/ObservationalStudyDesign/3,name,Study Design 4
/ObservationalStudyDesign/3,parent_entity,StudyVersion
/ObservationalStudyDesign/3,parent_id,StudyVersion_1
/ObservationalStudyDesign/3,parent_rel,studyDesigns
/ObservationalStudyDesign/4,$code_for_decode_pref_term,
/ObservationalStudyDesign/4,$code_for_decode_value,
/ObservationalStudyDesign/4,$codelist_code,C127259
/ObservationalStudyDesign/4,$codelist_extensible,
/ObservationalStudyDesign/4,$pref_term_for_code,
/ObservationalStudyDesign/4,$value_for_code,
/ObservationalStudyDesign/4,id,ObservationalStudyDesign_5
/ObservationalStudyDesign/4,model.code,C127780
/ObservationalStudyDesign/4,model.codeSystem,http://www.cdisc.org
/ObservationalStudyDesign/4,model.codeSystemVersion,2024-09-28
/ObservationalStudyDesign/4,model.decode,ECOLOGIC OR COMMUNITY
/ObservationalStudyDesign/4,name,Study Design 5
/ObservationalStudyDesign/4,parent_entity,StudyVersion
/ObservationalStudyDesign/4,parent_id,StudyVersion_1
/ObservationalStudyDesign/4,parent_rel,studyDesigns
/ObservationalStudyDesign/5,$code_for_decode_pref_term,
/ObservationalStudyDesign/5,$code_for_decode_value,
/ObservationalStudyDesign/5,$codelist_code,C127259
/ObservationalStudyDesign/5,$codelist_extensible,
/ObservationalStudyDesign/5,$pref_term_for_code,
/ObservationalStudyDesign/5,$value_for_code,
/ObservationalStudyDesign/5,id,ObservationalStudyDesign_7
/ObservationalStudyDesign/5,model.code,C0045X
/ObservationalStudyDesign/5,model.codeSystem,http://www.cdisc.org
/ObservationalStudyDesign/5,model.codeSystemVersion,2016-03-25
/ObservationalStudyDesign/5,model.decode,Extension
/ObservationalStudyDesign/5,name,Study Design 7
/ObservationalStudyDesign/5,parent_entity,StudyVersion
/ObservationalStudyDesign/5,parent_id,StudyVersion_1
/ObservationalStudyDesign/5,parent_rel,studyDesigns
