dataset,variable,label,type,length
ScheduleTimeline,parent_entity,Parent Entity Name,String,[1]
ScheduleTimeline,parent_id,Parent Entity Id,String,[1]
ScheduleTimeline,parent_rel,Name of Relationship from Parent Entity,String,[1]
ScheduleTimeline,rel_type,Type of Relationship,String,[1]
ScheduleTimeline,id,(Schedule Timeline Id),String,[1]
ScheduleTimeline,name,Schedule Timeline Name,String,[1]
ScheduleTimeline,description,Schedule Timeline Description,String,[0..1]
ScheduleTimeline,label,Schedule Timeline Label,String,[0..1]
ScheduleTimeline,entryCondition,Schedule Timeline Entry Condition,String,[1]
ScheduleTimeline,mainTimeline,Main Timeline Indicator,Boolean,[1]
ScheduleTimeline,instanceType,Instance Type,String,[1]
ScheduleTimeline,instances,(Schedule Timeline Instances) [Any Exists],Boolean,ScheduledInstance[0..*]
ScheduleTimeline,entryId,(Schedule Timeline Entry) [Identifier],String,ScheduledInstance[1].id[1]
ScheduleTimeline,exits,(Schedule Timeline Exits) [Any Exists],Boolean,ScheduleTimelineExit[0..*]
ScheduleTimeline,timings,(Schedule Timeline Timings) [Any Exists],Boolean,Timing[0..*]
ScheduledActivityInstance,parent_entity,Parent Entity Name,String,[1]
ScheduledActivityInstance,parent_id,Parent Entity Id,String,[1]
ScheduledActivityInstance,parent_rel,Name of Relationship from Parent Entity,String,[1]
ScheduledActivityInstance,rel_type,Type of Relationship,String,[1]
ScheduledActivityInstance,id,(Scheduled Activity Instance Id),String,[1]
ScheduledActivityInstance,name,Scheduled Activity Instance Name,String,[1]
ScheduledActivityInstance,description,Scheduled Activity Instance Description,String,[0..1]
ScheduledActivityInstance,label,Scheduled Activity Instance Label,String,[0..1]
ScheduledActivityInstance,instanceType,Instance Type,String,[1]
ScheduledActivityInstance,defaultConditionId,(Scheduled Activity Instance Default Condition) [Identifier],String,ScheduledInstance[0..1].id[1]
ScheduledActivityInstance,epochId,(Scheduled Activity Instance Epoch) [Identifier],String,StudyEpoch[0..1].id[1]
ScheduledActivityInstance,timelineId,(Scheduled Activity Instance Timeline) [Identifier],String,ScheduleTimeline[0..1].id[1]
ScheduledActivityInstance,timelineExitId,(Scheduled Activity Instance Timeline Exit) [Identifier],String,ScheduleTimelineExit[0..1].id[1]
ScheduledActivityInstance,activityIds,(Scheduled Activity Instance Activities) [Identifiers][Any Exist],Boolean,Activity[0..*].id[1]
ScheduledActivityInstance,encounterId,(Scheduled Activity Instance Encounter) [Identifier],String,Encounter[0..1].id[1]
ScheduledDecisionInstance,parent_entity,Parent Entity Name,String,[1]
ScheduledDecisionInstance,parent_id,Parent Entity Id,String,[1]
ScheduledDecisionInstance,parent_rel,Name of Relationship from Parent Entity,String,[1]
ScheduledDecisionInstance,rel_type,Type of Relationship,String,[1]
ScheduledDecisionInstance,id,(Scheduled Decision Instance Id),String,[1]
ScheduledDecisionInstance,name,Scheduled Decision Instance Name,String,[1]
ScheduledDecisionInstance,description,Scheduled Decision Instance Description,String,[0..1]
ScheduledDecisionInstance,label,Scheduled Decision Instance Label,String,[0..1]
ScheduledDecisionInstance,defaultConditionId,(Scheduled Decision Instance Default Condition) [Identifier],String,ScheduledInstance[0..1].id[1]
ScheduledDecisionInstance,epochId,(Scheduled Decision Instance Epoch) [Identifier],String,StudyEpoch[0..1].id[1]
ScheduledDecisionInstance,timelineId,(Scheduled Decision Instance Timeline) [Identifier],String,ScheduleTimeline[0..1].id[1]
ScheduledDecisionInstance,timelineExitId,(Scheduled Decision Instance Timeline Exit) [Identifier],String,ScheduleTimelineExit[0..1].id[1]
ScheduledDecisionInstance,instanceType,Instance Type,String,[1]
ScheduledDecisionInstance,conditionAssignments,(Scheduled Decision Instance Condition Assignments) [Any Exists],Boolean,ConditionAssignment[1..*]
ScheduleTimelineExit,parent_entity,Parent Entity Name,String,[1]
ScheduleTimelineExit,parent_id,Parent Entity Id,String,[1]
ScheduleTimelineExit,parent_rel,Name of Relationship from Parent Entity,String,[1]
ScheduleTimelineExit,rel_type,Type of Relationship,String,[1]
ScheduleTimelineExit,id,(Schedule Timeline Exit Id),String,[1]
ScheduleTimelineExit,instanceType,Instance Type,String,[1]
ConditionAssignment,parent_entity,Parent Entity Name,String,[1]
ConditionAssignment,parent_id,Parent Entity Id,String,[1]
ConditionAssignment,parent_rel,Name of Relationship from Parent Entity,String,[1]
ConditionAssignment,rel_type,Type of Relationship,String,[1]
ConditionAssignment,id,(Condition Assignment Id),string,[1]
ConditionAssignment,condition,Logical Condition,String,[1]
ConditionAssignment,instanceType,Instance Type,String,[1]
ConditionAssignment,conditionTargetId,(Condition Assignment Condition Target) [Identifier],String,ScheduledInstance[1].id[1]
