dataset,variable,label,type,length
sv.xpt,STUDYID,Study Identifier,Char,10
sv.xpt,DOMAIN,Domain Abbreviation,Char,2
sv.xpt,USUBJID,Unique Subject Identifier,Char,14
sv.xpt,VISITNUM,Visit Number,Num,8
sv.xpt,VISIT,Visit Name,Char,18
sv.xpt,SVPRESP,Pre-specified,Char,1
sv.xpt,SVOCCUR,Occurrence,Char,1
sv.xpt,VISITDY,Planned Study Day of Visit,Num,8
sv.xpt,EPOCH,Epoch,Char,9
sv.xpt,SVSTDTC,Start Date/Time of Visit,Char,10
sv.xpt,SVENDTC,End Date/Time of Visit,Char,1
sv.xpt,SVSTDY,Study Day of Start of Visit,Num,8
