dataset,variable,label,type,length
apec.xpt,STUDYID,Study Identifier,Char,50
apec.xpt,DOMAIN,Domain Abbreviation,Char,50
apec.xpt,USUBJID,Unique Subject Identifier,Char,50
apec.xpt,ECSEQ,Sequence Number,Num,8
apec.xpt,ECLNKID,Link ID,Char,50
apec.xpt,ECTRT,Name of Treatment,Char,50
apec.xpt,ECPRESP,Pre-Specified,Char,50
apec.xpt,ECOCCUR,Occurrence,Char,50
apec.xpt,ECREASOC,Reason for Occur Value,Char,50
apec.xpt,ECDOSE,Dose,Num,8
apec.xpt,ECDOSTXT,Dose Description,Char,50
apec.xpt,ECDOSU,Dose Units,Char,50
apec.xpt,ECDOSFRM,Dose Form,Char,50
apec.xpt,EcROUTE,Route of Administration,Char,50
apec.xpt,ECSTDTC,Start Date/Time of Treatment,Char,50
apec.xpt,ECENDTC,End Date/Time of Treatment,Char,50
apec.xpt,ECSTDY,Study Day of Start of Treatment,Num,8
apec.xpt,ECENDY,Study Day of End of Treatment,Num,8
apex.xpt,STUDYID,Study Identifier,Char,50
apex.xpt,DOMAIN,Domain Abbreviation,Char,50
apex.xpt,USUBJID,Unique Subject Identifier,Char,50
apex.xpt,EXSEQ,Sequence Number,Num,8
apex.xpt,EXLNKID,Link ID,Char,50
apex.xpt,EXTRT,Name of Treatment,Char,50
apex.xpt,EXDOSE,Dose,Num,8
apex.xpt,EXDOSTXT,Dose Description,Char,50
apex.xpt,EXDOSU,Dose Units,Char,50
apex.xpt,EXDOSFRM,Dose Form,Char,50
apex.xpt,EXDOSFRQ,Dosing Frequency per Interval,Char,50
apex.xpt,EXROUTE,Route of Administration,Char,50
apex.xpt,EXSTDTC,Start Date/Time of Treatment,Char,50
apex.xpt,EXENDTC,End Date/Time of Treatment,Char,50
apex.xpt,EXSTDY,Study Day of Start of Treatment,Num,8
apex.xpt,EXENDY,Study Day of End of Treatment,Num,8
