dataset,variable,label,type,length
Indication,parent_entity,Parent Entity Name,String,[1]
Indication,parent_id,Parent Entity Id,String,[1]
Indication,parent_rel,Name of Relationship from Parent Entity,String,[1]
Indication,rel_type,Type of Relationship,String,[1]
Indication,id,(Indication Id),String,[1]
Indication,name,Disease/Condition Indication Name,String,[1]
Indication,description,Disease/Condition Indication Description,String,[0..1]
Indication,label,Disease/Condition Indication Label,String,[0..1]
Indication,isRareDisease,Disease/Condition Indication Is Rare Disease Indicator,Boolean,[1]
Indication,instanceType,Instance Type,String,[1]
Indication,codes,Disease/Condition Inidcation Code [Any Exists],Boolean,Code[0..*]
Code,parent_entity,Parent Entity Name,String,[1]
Code,parent_id,Parent Entity Id,String,[1]
Code,parent_rel,Name of Relationship from Parent Entity,String,[1]
Code,rel_type,Type of Relationship,String,[1]
Code,id,(Code Id),String,[1]
Code,code,Code Value,String,[1]
Code,codeSystem,Code System Name,String,[1]
Code,codeSystemVersion,Code System Version,String,[1]
Code,decode,Decode,String,[1]
Code,instanceType,Instance Type,String,[1]
