dataset,variable,label,type,length
se.xpt,STUDYID,Study Identifier,Char,50
se.xpt,DOMAIN,Domain Abbreviation,Char,50
se.xpt,USUBJID,Unique Subject Identifier,Char,50
se.xpt,SESEQ,Sequence Number,Num,8
se.xpt,ETCD,Element Code,Char,50
se.xpt,ELEMENT,Description of Element,Char,50
se.xpt,EPOCH,Epoch,Char,50
se.xpt,SESTDTC,Start Date/Time of Element,Char,50
se.xpt,SEENDTC,End Date/Time of Element,Char,50
se.xpt,SESTDY,Study Day of Start of Element,Num,8
se.xpt,SEENDY,Study Day of End of Element,Num,8
sm.xpt,STUDYID,Study Identifier,Char,50
sm.xpt,DOMAIN,Domain Abbreviation,Char,50
sm.xpt,USUBJID,Unique Subject Identifier,Char,50
sm.xpt,SMSEQ,Sequence Number,Num,8
sm.xpt,MIDS,Disease Milestone Instance Name,Char,50
sm.xpt,MIDSTYPE,Disease Milestone Type,Char,50
sm.xpt,SMSTDTC,Start Date/Time of Milestone,Char,50
sm.xpt,SMENDTC,End Date/Time of Milestone,Char,50
sm.xpt,SMSTDY,Study Day of Start of Milestone,Num,8
sm.xpt,SMENDY,Study Day of End of Milestone,Num,8
