dataset,variable,label,type,length
adtte,USUBJID,Unique Subject Identifier,Char,50
adtte,PARAM,Parameter,Char,50
adtte,PARAMCD,Parameter Code,Char,50
adtte,AVAL,Analysis Value,Num,8
adtte,CNSR,Censor,Num,
adtte,EVNTDESC,Event or Censoring Description,Char,50
adtte,SRCDOM,Source Data,Char,50
adtte,SRCVAR,Source Variable,Char,50
adtte,SRCSEQ,Source Sequence Number,Num,8
adnca,USUBJID,Unique Subject Identifier,Char,50
adnca,USUBJIDN,Unique Subject,Num,8
adnca,SUBJID,Subject Identifier for the Study,Char,50
adnca,NCAXFL,PK NCA Exclusion Flag,Char,50
adnca,NCAXFN,PK NCA Exclusion Flag (N),Num,8
adnca,NCAwXRS,Reason w for PK NCA Exclusion,Char,50
adnca,NCAwXRSN,Reason for PK NCA Exclusion of w (N),Num,8
adnca,PKSUMXF,PK Summary Exclusion Flag,Char,50
adnca,PKSUMXFN,PK Summary Exclusion Flag (N),Num,8
adnca,METABFL,Metabolite Flag,Char,50
adnca,COHORT,Subject Cohort,Char,50
adnca,COHORTN,Subject Cohort (N),Num,8
adnca,ROUTE,Route,Char,50
adnca,TRTRINT,Planned Treatment Interval,Num,8
adnca,TRTRINTU,Planned Treatment Interval Units,Char,50
adnca,DOSPCTDF,Percent Diff. Nominal vs. Actual Dose,Num,8
adnca,DOSEFRQ,Dose Frequency,Char,50
adnca,ACYCLE,Analysis Cycle,Num,8
adnca,ACYCLEC,Analysis Cycle (C),Char,50
adnca,FANLDT,First Date of Dose for Analyte,Num,8
adnca,FANLTM,First Time of Dose for Analyte,Num,8
adnca,FANLDTM,First Datetime of Dose for Analyte,Num,8
adnca,FANLEDT,First End Date of Dose for Analyte,Num,8
adnca,FANLETM,First End Time of Dose for Analyte,Num,8
adnca,FANLEDTM,First End Datetime of Dose for Analyte,Num,8
adnca,PCRFTDT,Reference Date of Dose for Analyte,Num,8
adnca,PCRFTTM,Reference Time of Dose for Analyte,Num,8
adnca,PCRFTDTM,Reference Datetime of Dose for Analyte,Num,8
adnca,PCRFEDT,Reference End Date of Dose for Analyte,Num,8
adnca,PCRFETM,Reference End Time of Dose for Analyte,Num,8
adnca,PCRFEDTM,Ref. End Datetime of Dose for Analyte,Num,8
adnca,NFRLT,Nom. Rel. Time from Analyte First Dose,Num,8
adnca,AFRLT,Act. Rel. Time from Analyte First Dose,Num,8
adnca,NEFRLT,Nom. Rel. End Time from First Dose,Num,8
adnca,AEFRLT,Act. Rel. End Time from First Dose,Num,8
adnca,FRLTU,Rel. Time from First Dose Unit,Char,8
adnca,NRRLT,Nominal Rel. Time from Ref. Dose,Num,8
adnca,ARRLT,Actual Rel. Time from Ref. Dose,Num,8
adnca,MRRLT,Modified Rel. Time from Ref. Dose,Num,8
adnca,NERRLT,Nominal Rel. End Time from Ref. Dose,Num,8
adnca,AERRLT,Actual Rel. End Time from Ref. Dose,Num,8
adnca,MERRLT,Modified Rel. End Time from Ref. Dose,Num,8
adnca,RRLTU,Rel. Time from Ref. Dose Unit,Char,50
adnca,TMPCTDF,Percent Diff. Nominal vs. Actual Time,Num,8
adnca,ADOSEDUR,Actual Duration of Treatment Dose,Num,8
adnca,NDOSEDUR,Nominal duration of Treatment Dose,Num,8
adnca,DOSEDURU,Duration of Treatment Dose Units,Char,50
adnca,AVALU,Analysis Value Unit,Char,50
adnca,PCSPEC,Specimen Material Type,Char,50
adnca,PCSTRESC,Character Result/Finding in Std Format,Char,50
adnca,PCSTRESU,Standard Units,Char,50
adnca,ALLOQ,Analysis Lower Limit of Quantitation,Num,8
adnca,PCLLOQ,Lower Limit of Quantitation,Num,8
adnca,VOLUME,Volume Value,Num,8
adnca,VOLUMEU,Volume Value Unit,Char,50
adnca,SPWEIGHT,Specimen Weight Value,Num,8
adnca,SPWEIGHU,Specimen Weight Value Unit,Char,50
adnca,PCGRPID,Group ID,Char,50
adnca,PCSEQ,Sequence Number,Num,8
adnca,DOSEA,Actual Treatment Dose,Num,8
adnca,DOSEU,Treatment Dose Units,Char,50
adnca,AVISIT,Analysis Visit,Char,50
