Dataset,Record,Variable,Value
IT,1,$iq_igdcmpid,"['Burley Tobacco 2', 'Butyric Acid', 'Cocoa Extract', 'Reconstituted Tobacco']"
IT,1,IGDCMPID,Tobacco Filler
IT,1,SPTOBID,CIG01A
IT,3,$iq_igdcmpid,"['Burley Tobacco 2', 'Butyric Acid', 'Cocoa Extract', 'Reconstituted Tobacco']"
IT,3,IGDCMPID,Bright Tobacco
IT,3,SPTOBID,CIG01A
IT,4,$iq_igdcmpid,"['Burley Tobacco 2', 'Butyric Acid', 'Cocoa Extract', 'Reconstituted Tobacco']"
IT,4,IGDCMPID,Oriental Tobacco
IT,4,SPTOBID,CIG01A
IT,5,$iq_igdcmpid,"['1,3-Butanediol', 'Methylcellulose', 'Oriental Tobacco']"
IT,5,IGDCMPID,Reconstituted Tobacco
IT,5,SPTOBID,CIG02A
