Dataset,Record,Variable,Value
ts,1,TSPARMCD,EXTTIND
ts,1,TSVAL,NI
ts,1,TSVALNF,null
ts,2,TSPARMCD,EXTTIND
ts,2,TSVAL,INV
ts,2,TSVALNF,null
ts,3,TSPARMCD,FCNTRY
ts,3,TSVAL,Other
ts,3,TSVALNF,null
ts,4,TSPARMCD,FCNTRY
ts,4,TSVAL,PINF
ts,4,TSVALNF,null
ts,5,TSPARMCD,FDATCHSP
ts,5,TSVAL,NINF
ts,5,TSVALNF,null
ts,6,TSPARMCD,HLTSUBJI
ts,6,TSVAL,UNC
ts,6,TSVALNF,null
ts,7,TSPARMCD,INDIC
ts,7,TSVAL,DER
ts,7,TSVALNF,null
ts,8,TSPARMCD,INTMODEL
ts,8,TSVAL,UNK
ts,8,TSVALNF,null
ts,9,TSPARMCD,INTTYPE
ts,9,TSVAL,ASKU
ts,9,TSVALNF,null
ts,10,TSPARMCD,LENGTH
ts,10,TSVAL,NAV
ts,10,TSVALNF,null
ts,11,TSPARMCD,NARMS
ts,11,TSVAL,Nask
ts,11,TSVALNF,null
ts,12,TSPARMCD,NCOHORT
ts,12,TSVAL,QS
ts,12,TSVALNF,null
ts,13,TSPARMCD,OBJPRIM
ts,13,TSVAL,TRC
ts,13,TSVALNF,null
ts,14,TSPARMCD,OBJSEC
ts,14,TSVAL,msk
ts,14,TSVALNF,null
ts,15,TSPARMCD,EXTTIND
ts,15,TSVAL,No INFORMATION
ts,15,TSVALNF,null
ts,16,TSPARMCD,FCNTRY
ts,16,TSVAL,Invalid
ts,16,TSVALNF,null
ts,17,TSPARMCD,FDATCHSP
ts,17,TSVAL,Other
ts,17,TSVALNF,null
ts,18,TSPARMCD,HLTSUBJI
ts,18,TSVAL,Positive infinity
ts,18,TSVALNF,null
ts,19,TSPARMCD,INDIC
ts,19,TSVAL,Negative infinity
ts,19,TSVALNF,null
ts,20,TSPARMCD,INTMODEL
ts,20,TSVAL,Unencoded
ts,20,TSVALNF,null
ts,21,TSPARMCD,INTTYPE
ts,21,TSVAL,Derived
ts,21,TSVALNF,null
ts,22,TSPARMCD,LENGTH
ts,22,TSVAL,Unknown
ts,22,TSVALNF,null
ts,23,TSPARMCD,NARMS
ts,23,TSVAL,Asked but unknown
ts,23,TSVALNF,null
ts,24,TSPARMCD,NCOHORT
ts,24,TSVAL,Temporarily unavailable
ts,24,TSVALNF,null
ts,25,TSPARMCD,OBJPRIM
ts,25,TSVAL,Not asked
ts,25,TSVALNF,null
ts,26,TSPARMCD,OBJPRIM
ts,26,TSVAL,SUFFICIENT QUANTITY
ts,26,TSVALNF,null
ts,27,TSPARMCD,OBJSEC
ts,27,TSVAL,Trace
ts,27,TSVALNF,null
ts,28,TSPARMCD,OBJSEC
ts,28,TSVAL,Masked
ts,28,TSVALNF,null
