path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Temperature
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Temperature
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Weight
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Weight
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Height
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Height
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Alanine Aminotransferase Concentration in Serum/Plasma
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Alanine Aminotransferase Concentration in Serum/Plasma
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Albumin Presence in Urine
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Albumin Presence in Urine
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Alkaline Phosphatase Concentration in Serum/Plasma
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Alkaline Phosphatase Concentration in Serum/Plasma
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Aspartate Aminotransferase in Serum/Plasma
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Aspartate Aminotransferase in Serum/Plasma
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Creatinine Concentration in Urine
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Creatinine Concentration in Urine
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Potassium Concentration in Urine
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Potassium Concentration in Urine
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Sodium Concentration in Urine
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Sodium Concentration in Urine
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Systolic Blood Pressure
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001013\negative\01\results\unit-test-coreid-DDF00010-negative-1.json,name,Systolic Blood Pressure
