path,attribute,value
/Activity/0,parent_entity,InterventionalStudyDesign
/Activity/0,parent_id,InterventionalStudyDesign_1
/Activity/0,parent_rel,activities
/Activity/0,id,Activity_510
/Activity/0,name,A510
/Activity/0,definedProcedures,False
/Activity/0,biomedicalConceptIds,Not in dataset
/Activity/0,bcCategoryIds,Not in dataset
/Activity/0,bcSurrogateIds,Not in dataset
/Activity/0,childIds,False
/Activity/0,timelineId,Not in dataset
/Activity/1,parent_entity,InterventionalStudyDesign
/Activity/1,parent_id,InterventionalStudyDesign_1
/Activity/1,parent_rel,activities
/Activity/1,id,Activity_511
/Activity/1,name,A511
/Activity/1,definedProcedures,False
/Activity/1,biomedicalConceptIds,Not in dataset
/Activity/1,bcCategoryIds,Not in dataset
/Activity/1,bcSurrogateIds,Not in dataset
/Activity/1,childIds,
/Activity/1,timelineId,Not in dataset
/Activity/2,parent_entity,InterventionalStudyDesign
/Activity/2,parent_id,InterventionalStudyDesign_1
/Activity/2,parent_rel,activities
/Activity/2,id,Activity_766
/Activity/2,name,A766
/Activity/2,definedProcedures,
/Activity/2,biomedicalConceptIds,Not in dataset
/Activity/2,bcCategoryIds,Not in dataset
/Activity/2,bcSurrogateIds,Not in dataset
/Activity/2,childIds,False
/Activity/2,timelineId,Not in dataset
/Activity/3,parent_entity,InterventionalStudyDesign
/Activity/3,parent_id,InterventionalStudyDesign_1
/Activity/3,parent_rel,activities
/Activity/3,id,Activity_767
/Activity/3,name,A767
/Activity/3,definedProcedures,
/Activity/3,biomedicalConceptIds,Not in dataset
/Activity/3,bcCategoryIds,Not in dataset
/Activity/3,bcSurrogateIds,Not in dataset
/Activity/3,childIds,
/Activity/3,timelineId,Not in dataset
