Dataset,Record,Variable,Value
RELREF,1,REFID,A
RELREF,1,$gt_refid,"['2_1', '2_2', '2_3', 'B', '6.1', '6.2']"
RELREF,2,REFID,1_1
RELREF,2,$gt_refid,"['2_1', '2_2', '2_3', 'B', '6.1', '6.2']"
RELREF,3,REFID,1_2
RELREF,3,$gt_refid,"['2_1', '2_2', '2_3', 'B', '6.1', '6.2']"
RELREF,4,REFID,1_3
RELREF,4,$gt_refid,"['2_1', '2_2', '2_3', 'B', '6.1', '6.2']"
RELREF,5,REFID,1_4
RELREF,5,$gt_refid,"['2_1', '2_2', '2_3', 'B', '6.1', '6.2']"
RELREF,6,REFID,1_5
RELREF,6,$gt_refid,"['2_1', '2_2', '2_3', 'B', '6.1', '6.2']"
RELREF,7,REFID,F
RELREF,7,$gt_refid,"['2_1', '2_2', '2_3', 'B', '6.1', '6.2']"
RELREF,8,REFID,6_1
RELREF,8,$gt_refid,"['2_1', '2_2', '2_3', 'B', '6.1', '6.2']"
