dataset,variable,label,type,length
suppae.xpt,STUDYID,Study Identifier,Char,10
suppae.xpt,RDOMAIN,Related Domain Abbreviation,Char,2
suppae.xpt,USUBJID,Unique Subject Identifier,Char,14
suppae.xpt,IDVAR,Identifying Variable,Char,6
suppae.xpt,IDVARVAL,Identifying Variable Value,Char,4
suppae.xpt,QNAM,Qualifier Variable Name,Char,7
suppae.xpt,QLABEL,Qualifier Variable Label,Char,18
suppae.xpt,QVAL,Data Value,Char,19
suppae.xpt,QORIG,Origin,Char,8
suppae.xpt,QEVAL,Evaluator,Char,22
suppec.xpt,STUDYID,Study Identifier,Char,12
suppec.xpt,RDOMAIN,Related Domain Abbreviation,Char,6
suppec.xpt,USUBJID,Unique Subject Identifier,Char,8
suppec.xpt,IDVAR,Identifying Variable,Char,200
suppec.xpt,IDVARVAL,Identifying Variable Value,Char,200
suppec.xpt,QNAM,Qualifier Variable Name,Char,8
suppec.xpt,QLABEL,Qualifier Variable Label,Char,40
suppec.xpt,QVAL,Data Value,Char,200
suppec.xpt,QORIG,Origin,Char,13
suppec.xpt,QEVAL,Evaluator,Char,200
