Dataset,Record,Variable,Value
SUPPAE,1,IDVAR,AESEQ
SUPPAE,1,IDVARVAL,
SUPPAE,1,QNAM,DICTVER
SUPPAE,2,IDVAR,AESEQ
SUPPAE,2,IDVARVAL,
SUPPAE,2,QNAM,DICTVER
SUPPAE,3,IDVAR,AESEQ
SUPPAE,3,IDVARVAL,
SUPPAE,3,QNAM,DICTVER
SUPPAE,4,IDVAR,AESEQ
SUPPAE,4,IDVARVAL,
SUPPAE,4,QNAM,DICTVER
SUPPAE,5,IDVAR,AESEQ
SUPPAE,5,IDVARVAL,
SUPPAE,5,QNAM,DICTVER
SUPPAE,6,IDVAR,AESEQ
SUPPAE,6,IDVARVAL,
SUPPAE,6,QNAM,DICTVER
SUPPAE,7,IDVAR,AESEQ
SUPPAE,7,IDVARVAL,
SUPPAE,7,QNAM,DICTVER
SUPPAE,8,IDVAR,AESEQ
SUPPAE,8,IDVARVAL,
SUPPAE,8,QNAM,DICTVER
SUPPAE,9,IDVAR,AESEQ
SUPPAE,9,IDVARVAL,
SUPPAE,9,QNAM,DICTVER
SUPPAE,10,IDVAR,AESEQ
SUPPAE,10,IDVARVAL,
SUPPAE,10,QNAM,DICTVER
