Dataset,Record,Variable,Value
EG,1,EGTEST,Interpretationaaaaaaaaaaaaaaaaaaaaaaaaaadd
EG,2,EGTEST,Interpretationaaaaaaaaaaaaaaaaaaaaaaaaaadd
EG,7,EGTEST,The quick brown fox jumps over the lazy dog with more than 40 characters
EG,10,EGTEST,12345678901234567890123456789012345678901
EG,11,EGTEST,Interpretationaaaaaaaaaaaaaaaaaaaaaaaaaadd
EG,12,EGTEST,Interpretationaaaaaaaaaaaaaaaaaaaaaaaaaadd
EG,13,EGTEST,Interpretationaaaaaaaaaaaaaaaaaaaaaaaaaadd
EG,14,EGTEST,Interpretationaaaaaaaaaaaaaaaaaaaaaaaaaadd
EG,15,EGTEST,Interpretationaaaaaaaaaaaaaaaaaaaaaaaaaadd
EG,16,EGTEST,Interpretationaaaaaaaaaaaaaaaaaaaaaaaaaadd
