Rule ID,1.0,Status,CORE-ID
FB0801,1.0,DRAFT,
FB0802,1.0,DRAFT,
FB0803,1.0,DRAFT,
FB0804,1.0,DRAFT,
FB0901,1.0,PUBLISHED,CORE-000303
FB0902,1.0,PUBLISHED,CORE-000318
FB0903,1.0,PUBLISHED,CORE-000791
FB0913,1.0,PUBLISHED,CORE-000651
FB0914,1.0,PUBLISHED,CORE-000132
FB0916,1.0,PUBLISHED,CORE-000179
FB0920,1.0,PUBLISHED,CORE-000302
FB0921,1.0,PUBLISHED,CORE-000451
FB1116,1.0,PUBLISHED,CORE-000736
FB1119,1.0,DRAFT,
FB1501,1.0,PUBLISHED,CORE-000867
FB1502,1.0,PUBLISHED,CORE-000890
FB1601,1.0,PUBLISHED,CORE-000793
FB1602,1.0,PUBLISHED,CORE-000853
FB1603,1.0,PUBLISHED,CORE-000529
FB1701,1.0,DRAFT,
FB1801,1.0,DRAFT,
FB1901,1.0,DRAFT,
FB2401,1.0,PUBLISHED,CORE-000765
FB2601,1.0,PUBLISHED,CORE-000643
FB2603,1.0,PUBLISHED,CORE-000914
FB3001,1.0,PUBLISHED,CORE-000699
FB3101,1.0,PUBLISHED,CORE-000863
FB3102,1.0,PUBLISHED,CORE-000542
FB3103,1.0,PUBLISHED,CORE-000732
FB3201,1.0,PUBLISHED,CORE-000321
FB3202,1.0,PUBLISHED,CORE-000328
FB3203,1.0,PUBLISHED,CORE-000776
FB3204,1.0,PUBLISHED,CORE-000700
FB3205,1.0,PUBLISHED,CORE-000862
FB3206,1.0,PUBLISHED,CORE-000864
FB3207,1.0,PUBLISHED,CORE-000708
FB3208,1.0,PUBLISHED,CORE-000707
FB3209,1.0,PUBLISHED,CORE-000718
FB3210,1.0,PUBLISHED,CORE-000866
FB3211,1.0,DRAFT,
FB3402,1.0,DRAFT,
FB3403,1.0,DRAFT,
FB3404,1.0,PUBLISHED,CORE-000711
FB3408,1.0,PUBLISHED,CORE-000714
FB3413,1.0,PUBLISHED,CORE-000760
FB3601,1.0,PUBLISHED,CORE-000516
FB3701,1.0,PUBLISHED,CORE-000165
FB3702,1.0,PUBLISHED,CORE-000248
FB3801,1.0,DRAFT,
FB3901,1.0,PUBLISHED,CORE-000672
FB3902,1.0,PUBLISHED,CORE-000889
FB4001,1.0,PUBLISHED,CORE-000310
FB4002,1.0,PUBLISHED,CORE-000308
FB4003,1.0,PUBLISHED,CORE-000517
FB4004,1.0,PUBLISHED,CORE-000518
FB4005,1.0,PUBLISHED,CORE-000305
FB4201,1.0,PUBLISHED,CORE-000675
FB4202,1.0,PUBLISHED,CORE-000774
FB4301,1.0,PUBLISHED,CORE-000892
FB4403,1.0,PUBLISHED,CORE-000616
FB4404,1.0,PUBLISHED,CORE-000642
FB4405,1.0,PUBLISHED,CORE-000865
FB4602,1.0,PUBLISHED,CORE-000770
FB4603,1.0,PUBLISHED,CORE-000891
FB4604,1.0,PUBLISHED,CORE-000893
FB4605,1.0,PUBLISHED,CORE-000894
FB4606,1.0,PUBLISHED,CORE-000895
FB4607,1.0,PUBLISHED,CORE-000993
FB4608,1.0,PUBLISHED,CORE-000888
FB5001,1.0,PUBLISHED,CORE-000342
FB5101,1.0,PUBLISHED,CORE-000641
FB5102,1.0,PUBLISHED,CORE-000640
FB5103,1.0,PUBLISHED,CORE-000639
FB5104,1.0,PUBLISHED,CORE-000638
FB5105,1.0,PUBLISHED,CORE-000637
FB5106,1.0,PUBLISHED,CORE-000636
FB5107,1.0,PUBLISHED,CORE-000635
FB5108,1.0,PUBLISHED,CORE-000634
FB5109,1.0,PUBLISHED,CORE-000633
FB5110,1.0,PUBLISHED,CORE-000631
FB5111,1.0,PUBLISHED,CORE-000632
FB5112,1.0,PUBLISHED,CORE-000649
FB5113,1.0,PUBLISHED,CORE-000661
FB5114,1.0,PUBLISHED,CORE-000662
FB5115,1.0,PUBLISHED,CORE-000663
FB5116,1.0,PUBLISHED,CORE-000664
FB5117,1.0,PUBLISHED,CORE-000665
FB5118,1.0,PUBLISHED,CORE-000667
FB5119,1.0,PUBLISHED,CORE-000668
FB5120,1.0,PUBLISHED,CORE-000794
FB5121,1.0,PUBLISHED,CORE-000847
FB5122,1.0,PUBLISHED,CORE-000848
FB5123,1.0,PUBLISHED,CORE-000621
FB5124,1.0,PUBLISHED,CORE-000622
FB5125,1.0,PUBLISHED,CORE-000623
FB5126,1.0,PUBLISHED,CORE-000624
FB5127,1.0,PUBLISHED,CORE-000625
FB5128,1.0,PUBLISHED,CORE-000626
FB5129,1.0,PUBLISHED,CORE-000627
FB5130,1.0,PUBLISHED,CORE-000628
FB5131,1.0,PUBLISHED,CORE-000629
FB5132,1.0,DRAFT,
FB5133,1.0,PUBLISHED,CORE-000788
FB5134,1.0,PUBLISHED,CORE-000789
FB5135,1.0,PUBLISHED,CORE-000669
FB5136,1.0,PUBLISHED,CORE-000617
FB5137,1.0,PUBLISHED,CORE-000615
FB5138,1.0,PUBLISHED,CORE-000614
FB5139,1.0,PUBLISHED,CORE-000613
FB5140,1.0,PUBLISHED,CORE-000630
FB5141,1.0,PUBLISHED,CORE-000762
FB5301,1.0,PUBLISHED,CORE-000493
FB5302,1.0,PUBLISHED,CORE-000769
FB5303,1.0,PUBLISHED,CORE-000619
FB5401,1.0,PUBLISHED,CORE-000896
FB6401,1.0,PUBLISHED,CORE-001044
FB6403,1.0,DRAFT,
FB6501,1.0,DRAFT,
FB6502,1.0,DRAFT,
FB6503,1.0,DRAFT,
FB6504,1.0,DRAFT,
FB6505,1.0,DRAFT,
FB6506,1.0,DRAFT,
FB6507,1.0,DRAFT,
FB6508,1.0,DRAFT,
FB6509,1.0,DRAFT,
FB6510,1.0,DRAFT,
FB6601,1.0,DRAFT,
FB6602,1.0,DRAFT,
FB6901,1.0,PUBLISHED,CORE-000901
FB7001,1.0,PUBLISHED,CORE-000612
FB7101,1.0,DRAFT,
FB8501,1.0,PUBLISHED,CORE-000618
FB8601,1.0,PUBLISHED,CORE-000645
FB8602,1.0,PUBLISHED,CORE-000648
TRC1734a,1.0,DRAFT,
TRC1734b,1.0,DRAFT,
TRC1734c,1.0,PUBLISHED,CORE-000505
TRC1736c,1.0,PUBLISHED,CORE-000581
