Rule ID,3.0,4.0,Status,CORE-ID
DDF00003,3.0,,PUBLISHED,CORE-000802
DDF00004,3.0,,PUBLISHED,CORE-000400
DDF00005,3.0,,PUBLISHED,CORE-000401
DDF00006,3.0,4.0,PUBLISHED,CORE-000402
DDF00007,3.0,4.0,PUBLISHED,CORE-000403
DDF00008,3.0,4.0,PUBLISHED,CORE-000404
DDF00009,3.0,4.0,PUBLISHED,CORE-000868
DDF00010,3.0,4.0,PUBLISHED,CORE-001013
DDF00011,3.0,4.0,PUBLISHED,CORE-000830
DDF00012,3.0,4.0,PUBLISHED,CORE-000407
DDF00013,3.0,4.0,PUBLISHED,CORE-000408
DDF00014,3.0,4.0,PUBLISHED,CORE-000812
DDF00015,3.0,,PUBLISHED,CORE-000897
DDF00016,3.0,,PUBLISHED,CORE-000796
DDF00017,3.0,4.0,PUBLISHED,CORE-000806
DDF00018,3.0,4.0,PUBLISHED,CORE-000851
DDF00019,3.0,4.0,PUBLISHED,CORE-000824
DDF00020,,4.0,PUBLISHED,CORE-000413
DDF00021,3.0,4.0,PUBLISHED,CORE-000414
DDF00022,3.0,4.0,PUBLISHED,CORE-000849
DDF00023,3.0,4.0,PUBLISHED,CORE-000416
DDF00024,3.0,4.0,PUBLISHED,CORE-000839
DDF00025,3.0,4.0,PUBLISHED,CORE-000417
DDF00026,3.0,4.0,PUBLISHED,CORE-000818
DDF00027,3.0,4.0,PUBLISHED,CORE-000419
DDF00028,3.0,4.0,PUBLISHED,CORE-000837
DDF00029,3.0,4.0,PUBLISHED,CORE-000838
DDF00030,,4.0,PUBLISHED,CORE-001014
DDF00031,3.0,4.0,PUBLISHED,CORE-000423
DDF00032,3.0,4.0,PUBLISHED,CORE-000424
DDF00033,,4.0,PUBLISHED,CORE-000994
DDF00034,,4.0,PUBLISHED,CORE-000869
DDF00035,3.0,4.0,PUBLISHED,CORE-000427
DDF00036,3.0,4.0,PUBLISHED,CORE-000428
DDF00037,3.0,4.0,PUBLISHED,CORE-000807
DDF00038,,4.0,PUBLISHED,CORE-001035
DDF00039,,4.0,PUBLISHED,CORE-000995
DDF00040,3.0,4.0,PUBLISHED,CORE-000449
DDF00041,3.0,4.0,PUBLISHED,CORE-001036
DDF00042,3.0,4.0,PUBLISHED,CORE-000805
DDF00043,3.0,,PUBLISHED,CORE-000680
DDF00044,3.0,4.0,PUBLISHED,CORE-000821
DDF00045,3.0,,PUBLISHED,CORE-000681
DDF00046,3.0,4.0,PUBLISHED,CORE-000804
DDF00047,3.0,4.0,PUBLISHED,CORE-000809
DDF00048,3.0,,PUBLISHED,CORE-000798
DDF00049,3.0,,PUBLISHED,CORE-000799
DDF00050,3.0,4.0,PUBLISHED,CORE-001045
DDF00051,3.0,4.0,PUBLISHED,CORE-000904
DDF00052,3.0,4.0,PUBLISHED,CORE-000813
DDF00053,3.0,,PUBLISHED,CORE-000691
DDF00054,3.0,4.0,PUBLISHED,CORE-000829
DDF00055,3.0,,PUBLISHED,CORE-000692
DDF00056,3.0,,PUBLISHED,CORE-000693
DDF00057,3.0,,PUBLISHED,CORE-000694
DDF00058,3.0,4.0,PUBLISHED,CORE-000831
DDF00059,3.0,4.0,PUBLISHED,CORE-000832
DDF00060,3.0,4.0,PUBLISHED,CORE-000820
DDF00061,3.0,4.0,PUBLISHED,CORE-000825
DDF00062,3.0,4.0,PUBLISHED,CORE-000826
DDF00063,3.0,4.0,PUBLISHED,CORE-000828
DDF00064,3.0,,PUBLISHED,CORE-000682
DDF00065,3.0,,PUBLISHED,CORE-000683
DDF00066,3.0,,PUBLISHED,CORE-000702
DDF00067,3.0,,PUBLISHED,CORE-000703
DDF00068,3.0,,PUBLISHED,CORE-000797
DDF00069,3.0,4.0,PUBLISHED,CORE-000948
DDF00070,3.0,,PUBLISHED,CORE-000684
DDF00071,3.0,4.0,PUBLISHED,CORE-000835
DDF00072,3.0,4.0,PUBLISHED,CORE-000836
DDF00073,3.0,4.0,PUBLISHED,CORE-000808
DDF00074,3.0,,PUBLISHED,CORE-001046
DDF00075,3.0,,PUBLISHED,CORE-000810
DDF00076,3.0,4.0,PUBLISHED,CORE-001047
DDF00077,3.0,,PUBLISHED,CORE-000800
DDF00078,3.0,,PUBLISHED,CORE-000850
DDF00079,3.0,,PUBLISHED,CORE-000803
DDF00080,3.0,4.0,PUBLISHED,CORE-000870
DDF00081,3.0,4.0,PUBLISHED,CORE-000949
DDF00082,3.0,4.0,PUBLISHED,CORE-000935
DDF00083,3.0,4.0,PUBLISHED,CORE-001015
DDF00084,3.0,4.0,PUBLISHED,CORE-000871
DDF00085,3.0,,PUBLISHED,CORE-000960
DDF00086,3.0,,PUBLISHED,CORE-000936
DDF00087,3.0,4.0,PUBLISHED,CORE-000961
DDF00088,3.0,4.0,PUBLISHED,CORE-001048
DDF00089,3.0,,PUBLISHED,CORE-001037
DDF00090,3.0,4.0,PUBLISHED,CORE-000811
DDF00091,3.0,4.0,PUBLISHED,CORE-001038
DDF00092,3.0,,PUBLISHED,CORE-000872
DDF00093,3.0,4.0,PUBLISHED,CORE-000873
DDF00094,3.0,4.0,PUBLISHED,CORE-000814
DDF00095,3.0,,PUBLISHED,CORE-000801
DDF00096,3.0,4.0,PUBLISHED,CORE-000874
DDF00097,3.0,4.0,PUBLISHED,CORE-000815
DDF00098,3.0,4.0,PUBLISHED,CORE-000875
DDF00099,3.0,4.0,PUBLISHED,CORE-000816
DDF00100,3.0,4.0,PUBLISHED,CORE-000817
DDF00101,3.0,4.0,PUBLISHED,CORE-001065
DDF00102,3.0,4.0,PUBLISHED,CORE-000819
DDF00103,3.0,,PUBLISHED,CORE-000876
DDF00104,3.0,4.0,PUBLISHED,CORE-000905
DDF00105,3.0,4.0,PUBLISHED,CORE-000950
DDF00106,3.0,4.0,PUBLISHED,CORE-001039
DDF00107,3.0,4.0,PUBLISHED,CORE-000877
DDF00108,3.0,4.0,PUBLISHED,CORE-000822
DDF00109,3.0,,PUBLISHED,CORE-001040
DDF00110,3.0,4.0,PUBLISHED,CORE-000854
DDF00111,3.0,,PUBLISHED,CORE-000906
DDF00112,3.0,4.0,PUBLISHED,CORE-000907
DDF00113,3.0,,PUBLISHED,CORE-000908
DDF00114,3.0,4.0,PUBLISHED,CORE-000878
DDF00115,3.0,4.0,PUBLISHED,CORE-000823
DDF00116,3.0,,PUBLISHED,CORE-000909
DDF00117,3.0,,PUBLISHED,CORE-000910
DDF00118,3.0,,PUBLISHED,CORE-000911
DDF00119,3.0,,PUBLISHED,CORE-000912
DDF00120,3.0,,PUBLISHED,CORE-000917
DDF00121,3.0,,PUBLISHED,CORE-000918
DDF00122,3.0,,PUBLISHED,CORE-000919
DDF00123,3.0,,PUBLISHED,CORE-000920
DDF00124,3.0,4.0,PUBLISHED,CORE-001049
DDF00125,3.0,4.0,PUBLISHED,CORE-000937
DDF00126,3.0,4.0,PUBLISHED,CORE-000938
DDF00127,3.0,4.0,PUBLISHED,CORE-000827
DDF00128,3.0,4.0,PUBLISHED,CORE-000855
DDF00129,3.0,,PUBLISHED,CORE-000921
DDF00130,3.0,,PUBLISHED,CORE-000922
DDF00131,3.0,,PUBLISHED,CORE-001050
DDF00132,3.0,4.0,PUBLISHED,CORE-000962
DDF00133,3.0,4.0,PUBLISHED,CORE-000963
DDF00134,3.0,,PUBLISHED,CORE-000695
DDF00135,3.0,,PUBLISHED,CORE-000923
DDF00136,3.0,4.0,PUBLISHED,CORE-000856
DDF00137,3.0,4.0,PUBLISHED,CORE-000833
DDF00138,3.0,,PUBLISHED,CORE-000696
DDF00139,3.0,,PUBLISHED,CORE-000697
DDF00140,3.0,,PUBLISHED,CORE-000924
DDF00141,3.0,4.0,PUBLISHED,CORE-000857
DDF00142,3.0,4.0,PUBLISHED,CORE-000925
DDF00143,3.0,4.0,PUBLISHED,CORE-000930
DDF00144,3.0,4.0,PUBLISHED,CORE-000931
DDF00145,3.0,,PUBLISHED,CORE-000932
DDF00146,3.0,4.0,PUBLISHED,CORE-000933
DDF00147,3.0,4.0,PUBLISHED,CORE-000939
DDF00148,3.0,4.0,PUBLISHED,CORE-000940
DDF00149,3.0,4.0,PUBLISHED,CORE-000941
DDF00150,3.0,4.0,PUBLISHED,CORE-000942
DDF00151,3.0,4.0,PUBLISHED,CORE-000834
DDF00152,3.0,4.0,PUBLISHED,CORE-000840
DDF00153,,4.0,PUBLISHED,CORE-001016
DDF00154,,4.0,PUBLISHED,CORE-001017
DDF00155,3.0,4.0,PUBLISHED,CORE-000879
DDF00156,,4.0,PUBLISHED,CORE-000900
DDF00157,,4.0,PUBLISHED,CORE-000858
DDF00158,,4.0,PUBLISHED,CORE-001018
DDF00159,,4.0,PUBLISHED,CORE-001019
DDF00160,,4.0,PUBLISHED,CORE-000954
DDF00161,,4.0,PUBLISHED,CORE-001066
DDF00163,,4.0,PUBLISHED,CORE-001051
DDF00164,,4.0,PUBLISHED,CORE-000964
DDF00165,,4.0,PUBLISHED,CORE-000965
DDF00166,,4.0,PUBLISHED,CORE-000943
DDF00167,,4.0,PUBLISHED,CORE-001052
DDF00168,,4.0,PUBLISHED,CORE-000944
DDF00169,,4.0,PUBLISHED,CORE-000951
DDF00170,,4.0,PUBLISHED,CORE-001053
DDF00171,,4.0,PUBLISHED,CORE-001067
DDF00172,,4.0,PUBLISHED,CORE-001054
DDF00173,,4.0,PUBLISHED,CORE-000955
DDF00174,,4.0,PUBLISHED,CORE-000956
DDF00175,,4.0,PUBLISHED,CORE-000859
DDF00176,,4.0,PUBLISHED,CORE-000860
DDF00177,,4.0,PUBLISHED,CORE-000966
DDF00178,,4.0,PUBLISHED,CORE-000967
DDF00179,,4.0,PUBLISHED,CORE-000861
DDF00180,,4.0,PUBLISHED,CORE-000957
DDF00181,,4.0,PUBLISHED,CORE-001068
DDF00182,,4.0,PUBLISHED,CORE-000968
DDF00183,,4.0,PUBLISHED,CORE-000958
DDF00185,,4.0,PUBLISHED,CORE-000969
DDF00186,,4.0,PUBLISHED,CORE-001020
DDF00187,,4.0,PUBLISHED,CORE-001069
DDF00188,,4.0,PUBLISHED,CORE-000996
DDF00189,,4.0,PUBLISHED,CORE-000970
DDF00190,,4.0,PUBLISHED,CORE-000997
DDF00191,,4.0,PUBLISHED,CORE-001070
DDF00192,,4.0,PUBLISHED,CORE-001071
DDF00193,,4.0,PUBLISHED,CORE-001072
DDF00194,,4.0,PUBLISHED,CORE-000971
DDF00195,,4.0,PUBLISHED,CORE-000984
DDF00196,,4.0,PUBLISHED,CORE-000985
DDF00197,,4.0,PUBLISHED,CORE-000998
DDF00198,,4.0,PUBLISHED,CORE-000999
DDF00199,,4.0,PUBLISHED,CORE-000959
DDF00200,,4.0,PUBLISHED,CORE-000972
DDF00201,,4.0,PUBLISHED,CORE-000973
DDF00202,,4.0,PUBLISHED,CORE-001000
DDF00203,,4.0,PUBLISHED,CORE-000974
DDF00204,,4.0,PUBLISHED,CORE-001055
DDF00205,,4.0,PUBLISHED,CORE-000986
DDF00206,,4.0,PUBLISHED,CORE-001001
DDF00207,,4.0,PUBLISHED,CORE-000975
DDF00208,,4.0,PUBLISHED,CORE-000976
DDF00209,,4.0,PUBLISHED,CORE-000977
DDF00210,,4.0,PUBLISHED,CORE-000978
DDF00211,,4.0,PUBLISHED,CORE-001021
DDF00212,,4.0,PUBLISHED,CORE-001022
DDF00213,,4.0,PUBLISHED,CORE-001077
DDF00214,,4.0,PUBLISHED,CORE-000979
DDF00215,,4.0,PUBLISHED,CORE-000987
DDF00216,,4.0,PUBLISHED,CORE-000988
DDF00217,,4.0,PUBLISHED,CORE-000989
DDF00218,,4.0,PUBLISHED,CORE-000990
DDF00219,,4.0,PUBLISHED,CORE-000980
DDF00220,,4.0,PUBLISHED,CORE-001002
DDF00221,,4.0,PUBLISHED,CORE-001003
DDF00222,,4.0,PUBLISHED,CORE-001023
DDF00223,,4.0,PUBLISHED,CORE-000991
DDF00224,,4.0,PUBLISHED,CORE-000992
DDF00225,,4.0,PUBLISHED,CORE-001056
DDF00226,,4.0,PUBLISHED,CORE-001057
DDF00227,,4.0,PUBLISHED,CORE-001024
DDF00228,,4.0,PUBLISHED,CORE-001004
DDF00229,,4.0,PUBLISHED,CORE-001058
DDF00230,,4.0,PUBLISHED,CORE-001059
DDF00231,,4.0,PUBLISHED,CORE-001025
DDF00232,,4.0,PUBLISHED,CORE-001005
DDF00233,,4.0,PUBLISHED,CORE-001060
DDF00234,,4.0,PUBLISHED,CORE-000981
DDF00235,,4.0,PUBLISHED,CORE-000982
DDF00236,,4.0,PUBLISHED,CORE-001006
DDF00237,,4.0,PUBLISHED,CORE-001061
DDF00238,,4.0,PUBLISHED,CORE-001007
DDF00239,,4.0,PUBLISHED,CORE-001008
DDF00240,,4.0,PUBLISHED,CORE-000983
DDF00241,,4.0,PUBLISHED,CORE-001009
DDF00242,,4.0,PUBLISHED,CORE-001012
