Rule ID,1.0,Status,CORE-ID
TIG0001,1.0,PUBLISHED,CORE-000590
TIG0002,1.0,PUBLISHED,CORE-000660
TIG0003,1.0,PUBLISHED,CORE-000591
TIG0004,1.0,PUBLISHED,CORE-000592
TIG0005,1.0,PUBLISHED,CORE-000604
TIG0006,1.0,PUBLISHED,CORE-000593
TIG0007,1.0,PUBLISHED,CORE-000593
TIG0008,1.0,PUBLISHED,CORE-000605
TIG0009,1.0,PUBLISHED,CORE-000605
TIG0010,1.0,PUBLISHED,CORE-000595
TIG0011,1.0,PUBLISHED,CORE-000595
TIG0012,1.0,PUBLISHED,CORE-000596
TIG0013,1.0,PUBLISHED,CORE-000606
TIG0014,1.0,PUBLISHED,CORE-000727
TIG0015,1.0,PUBLISHED,CORE-000601
TIG0016,1.0,PUBLISHED,CORE-000698
TIG0016a,1.0,PUBLISHED,CORE-000673
TIG0017,1.0,PUBLISHED,CORE-000607
TIG0030,1.0,PUBLISHED,CORE-000600
TIG0031,1.0,DRAFT,
TIG0032,1.0,PUBLISHED,CORE-000602
TIG0033,1.0,PUBLISHED,CORE-000609
TIG0034,1.0,PUBLISHED,CORE-000603
TIG0035,1.0,PUBLISHED,CORE-000610
TIG0036,1.0,PUBLISHED,CORE-000611
TIG0037,1.0,PUBLISHED,CORE-000598
TIG0044,1.0,DRAFT,
TIG0046,1.0,PUBLISHED,CORE-000201
TIG0055,1.0,PUBLISHED,CORE-000218
TIG0057,1.0,PUBLISHED,CORE-000355
TIG0058,1.0,PUBLISHED,CORE-000206
TIG0061,1.0,PUBLISHED,CORE-000009
TIG0062,1.0,PUBLISHED,CORE-000256
TIG0065,1.0,PUBLISHED,CORE-000334
TIG0066,1.0,PUBLISHED,CORE-000535
TIG0068,1.0,PUBLISHED,CORE-000524
TIG0074,1.0,PUBLISHED,CORE-000458
TIG0075,1.0,PUBLISHED,CORE-000677
TIG0079,1.0,PUBLISHED,CORE-000567
TIG0080,1.0,PUBLISHED,CORE-000715
TIG0081,1.0,PUBLISHED,CORE-000568
TIG0082,1.0,PUBLISHED,CORE-000520
TIG0083,1.0,PUBLISHED,CORE-000521
TIG0084,1.0,PUBLISHED,CORE-000482
TIG0090,1.0,PUBLISHED,CORE-000929
TIG0097,1.0,PUBLISHED,CORE-000496
TIG0098,1.0,PUBLISHED,CORE-000584
TIG0099,1.0,PUBLISHED,CORE-000274
TIG0102,1.0,PUBLISHED,CORE-000463
TIG0104,1.0,PUBLISHED,CORE-000495
TIG0118,1.0,PUBLISHED,CORE-000273
TIG0128,1.0,PUBLISHED,CORE-000182
TIG0129,1.0,PUBLISHED,CORE-000485
TIG0137,1.0,PUBLISHED,CORE-000492
TIG0141,1.0,PUBLISHED,CORE-000027
TIG0148,1.0,PUBLISHED,CORE-000534
TIG0157,1.0,PUBLISHED,CORE-000490
TIG0158,1.0,PUBLISHED,CORE-000500
TIG0159,1.0,PUBLISHED,CORE-000433
TIG0160,1.0,PUBLISHED,CORE-000432
TIG0161,1.0,PUBLISHED,CORE-000342
TIG0162,1.0,PUBLISHED,CORE-000770
TIG0163,1.0,PUBLISHED,CORE-000451
TIG0165,1.0,PUBLISHED,CORE-000143
TIG0166,1.0,PUBLISHED,CORE-000749
TIG0167,1.0,PUBLISHED,CORE-000154
TIG0168,1.0,PUBLISHED,CORE-000172
TIG0169,1.0,PUBLISHED,CORE-000088
TIG0171,1.0,PUBLISHED,CORE-000557
TIG0172,1.0,PUBLISHED,CORE-000551
TIG0173,1.0,PUBLISHED,CORE-000503
TIG0175,1.0,PUBLISHED,CORE-000438
TIG0178,1.0,PUBLISHED,CORE-000147
TIG0183,1.0,PUBLISHED,CORE-000430
TIG0192,1.0,PUBLISHED,CORE-000690
TIG0195,1.0,PUBLISHED,CORE-000393
TIG0196,1.0,PUBLISHED,CORE-000440
TIG0202,1.0,PUBLISHED,CORE-000388
TIG0204,1.0,PUBLISHED,CORE-000583
TIG0205,1.0,PUBLISHED,CORE-000594
TIG0211,1.0,PUBLISHED,CORE-000019
TIG0212,1.0,PUBLISHED,CORE-000569
TIG0215,1.0,PUBLISHED,CORE-000466
TIG0255,1.0,PUBLISHED,CORE-000351
TIG0264,1.0,PUBLISHED,CORE-000653
TIG0265,1.0,PUBLISHED,CORE-000248
TIG0266,1.0,PUBLISHED,CORE-000575
TIG0267,1.0,PUBLISHED,CORE-000547
TIG0268,1.0,PUBLISHED,CORE-000547
TIG0269,1.0,PUBLISHED,CORE-000547
TIG0273,1.0,PUBLISHED,CORE-000558
TIG0274,1.0,PUBLISHED,CORE-000529
TIG0275,1.0,PUBLISHED,CORE-000529
TIG0276,1.0,PUBLISHED,CORE-000207
TIG0279,1.0,PUBLISHED,CORE-000341
TIG0280,1.0,PUBLISHED,CORE-000542
TIG0281,1.0,PUBLISHED,CORE-000756
TIG0289,1.0,PUBLISHED,CORE-000929
TIG0291,1.0,PUBLISHED,CORE-000529
TIG0292,1.0,PUBLISHED,CORE-000354
TIG0293,1.0,PUBLISHED,CORE-000028
TIG0294,1.0,PUBLISHED,CORE-000271
TIG0298,1.0,PUBLISHED,CORE-000550
TIG0299,1.0,PUBLISHED,CORE-000355
TIG0301,1.0,PUBLISHED,CORE-000334
TIG0303,1.0,PUBLISHED,CORE-000357
TIG0306,1.0,PUBLISHED,CORE-000358
TIG0307,1.0,PUBLISHED,CORE-000571
TIG0308,1.0,PUBLISHED,CORE-000248
TIG0309,1.0,PUBLISHED,CORE-000237
TIG0310,1.0,PUBLISHED,CORE-000750
TIG0311,1.0,PUBLISHED,CORE-000201
TIG0312,1.0,PUBLISHED,CORE-000269
TIG0313,1.0,PUBLISHED,CORE-000249
TIG0314,1.0,PUBLISHED,CORE-000270
TIG0315,1.0,PUBLISHED,CORE-000168
TIG0316,1.0,PUBLISHED,CORE-000361
TIG0319,1.0,PUBLISHED,CORE-000012
TIG0320,1.0,PUBLISHED,CORE-000022
