path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,bcCategoryIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,bcSurrogateIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,biomedicalConceptIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,childIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,definedProcedures,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,id,Activity_894
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,name,A894
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,timelineId,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,bcCategoryIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,bcSurrogateIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,biomedicalConceptIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,childIds,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,definedProcedures,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,id,Activity_895
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,name,A895
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,timelineId,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,bcCategoryIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,bcSurrogateIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,biomedicalConceptIds,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,childIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,definedProcedures,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,id,Activity_958
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,name,A958
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,timelineId,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,bcCategoryIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,bcSurrogateIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,biomedicalConceptIds,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,childIds,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,definedProcedures,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,id,Activity_959
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,name,A959
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\23\results\unit-test-coreid-DDF00263-negative-23.json,timelineId,null
