path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000703\negative\01\results\unit-test-coreid-DDF00067-negative-1.json,parent_rel,studyCells
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000703\negative\01\results\unit-test-coreid-DDF00067-negative-1.json,elementIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000703\negative\01\results\unit-test-coreid-DDF00067-negative-1.json,parent_id,StudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000703\negative\01\results\unit-test-coreid-DDF00067-negative-1.json,id,StudyCell_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000703\negative\01\results\unit-test-coreid-DDF00067-negative-1.json,parent_entity,StudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000703\negative\01\results\unit-test-coreid-DDF00067-negative-1.json,parent_rel,studyCells
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000703\negative\01\results\unit-test-coreid-DDF00067-negative-1.json,elementIds,
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000703\negative\01\results\unit-test-coreid-DDF00067-negative-1.json,parent_id,StudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000703\negative\01\results\unit-test-coreid-DDF00067-negative-1.json,id,StudyCell_2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000703\negative\01\results\unit-test-coreid-DDF00067-negative-1.json,parent_entity,StudyDesign
