dataset,variable,label,type,length
lb,STUDYID,Study Identifier,Char,12
lb,DOMAIN,Domain Abbreviation,Char,2
lb,USUBJID,Unique Subject Identifier,Char,8
lb,LBSEQ,Sequence Number,Num,8
lb,LBTESTCD,Lab Test or Examination Short Name,Char,7
lb,LBTEST,Lab Test or Examination Name,Char,39
lb,LBCAT,Category for Lab Test,Char,10
lb,LBSCAT,"Subcategory for
Lab Test",Char,39
lb,LBORRES,Result or Finding in Original Units,Char,6
lb,LBORRESU,Original Units,Char,7
lb,LBSPEC,Specimen Type,Char,8
lb,LBMETHOD,"Method of Test or
Examination",Char,200
lb,LBLOBXFL,Last Observation Before Exposure Flag,Char,1
lb,LBSTAT,Completion Status,Char,8
lb,LBREASND,Reason not Performed,Char,50
lb,VISITNUM,Visit Number,Num,8
lb,VISIT,Visit Name,Char,200
lb,EPOCH,Epoch,Char,9
lb,LBDTC,Date/Time of Specimen Collection,Char,19
lb,LBPDUR,Planned Duration,Char,9
ae,STUDYID,Study Identifier,Char,12
ae,DOMAIN,Domain Abbreviation,Char,2
ae,USUBJID,Unique Subject Identifier,Char,8
ae,AESEQ,Sequence Number,Num,8
ae,AELNKID,Link ID,Char,50
ae,AETERM,Reported Term for the Adverse Event,Char,200
ae,AESEV,Severity/Intensity,Char,8
ae,AESER,Serious Event,Char,1
ae,EPOCH,Epoch,Char,9
ae,AESTDTC,Start Date/Time of Adverse Event,Char,10
ae,AEENDTC,End Date/Time of Adverse Event,Char,10
ae,AESTDY,Study Day of Start of Adverse Event,Num,8
ae,AEENDY,Study Day of End of Adverse Event,Num,8
ae,AEENRTPT,End Relative to Reference Time Point,Char,7
ae,AEENTPT,End Reference Time Point,Char,10
ae,AEPDUR,Planned Duration,Char,9
