Dataset,Record,Variable,Value
TE,2,ELEMENT,HUMAN INSULIN
TE,2,ETCD,E001
TE,2,TEDUR,P26W
TE,2,TEENRL,END OF TREATMENT
TE,2,TESTRL,FIRST DOSE OF HUMAN INSULIN
TE,3,ELEMENT,HUMAN INSULIN
TE,3,ETCD,E002
TE,3,TEDUR,P26W
TE,3,TEENRL,END OF TREATMENT
TE,3,TESTRL,FIRST DOSE OF HUMAN INSULIN
TE,4,ELEMENT,FOLLOW-UP
TE,4,ETCD,E003
TE,4,TEDUR,P4W
TE,4,TEENRL,null
TE,4,TESTRL,ATTEND FOLLOW-UP VISIT 0 TO 30 DAYS AFTER LAST DOSE
TE,5,ELEMENT,FOLLOW-UP
TE,5,ETCD,E003
TE,5,TEDUR,P4W
TE,5,TEENRL,null
TE,5,TESTRL,ATTEND FOLLOW-UP VISIT 0 TO 30 DAYS AFTER LAST DOSE
TE,6,ELEMENT,Y
TE,6,ETCD,E006
TE,6,TEDUR,P2W
TE,6,TEENRL,null
TE,6,TESTRL,INFORMED CONSENT SIGNED2
TE,7,ELEMENT,Y
TE,7,ETCD,E006
TE,7,TEDUR,P2W
TE,7,TEENRL,null
TE,7,TESTRL,INFORMED CONSENT SIGNED2
TE,8,ELEMENT,Y
TE,8,ETCD,E007
TE,8,TEDUR,P2W
TE,8,TEENRL,null
TE,8,TESTRL,INFORMED CONSENT SIGNED2
