dataset,variable,label,type,length
suppae,STUDYID,Study Identifier,Char,10
suppae,RDOMAIN,Related Domain Abbreviation,Char,2
suppae,USUBJID,Unique Subject Identifier,Char,14
suppae,IDVAR,Identifying Variable,Char,6
suppae,IDVARVAL,Identifying Variable Value,Char,4
suppae,QNAM,Qualifier Variable Name,Char,7
suppae,QLABEL,Qualifier Variable Label,Char,18
suppae,QVAL,Data Value,Char,19
suppae,QORIG,Origin,Char,8
suppae,QEVAL,Evaluator,Char,22
suppec,STUDYID,Study Identifier,Char,12
suppec,RDOMAIN,Related Domain Abbreviation,Char,6
suppec,USUBJID,Unique Subject Identifier,Char,8
suppec,IDVAR,Identifying Variable,Char,200
suppec,IDVARVAL,Identifying Variable Value,Char,200
suppec,QNAM,Qualifier Variable Name,Char,8
suppec,QLABEL,Qualifier Variable Label,Char,40
suppec,QVAL,Data Value,Char,200
suppec,QORIG,Origin,Char,13
suppec,QEVAL,Evaluator,Char,200
