dataset,variable,label,type,length
qsae.xpt,STUDYID,Study Identifier,Char,12
qsae.xpt,DOMAIN,Domain Abbreviation,Char,4
qsae.xpt,USUBJID,Unique Subject Identifier,Char,8
qsae.xpt,QSSEQ,Sequence Number,Num,8
qsae.xpt,QSTESTCD,Question Short Name,Char,7
qsae.xpt,QSTEST,Question Name,Char,40
qsae.xpt,QSCAT,Category of Question,Char,5
qsae.xpt,QSORRES,Finding in Original Units,Char,23
qsae.xpt,QSSTRESC,Character Result/Finding in Std Format,Char,20
qsae.xpt,QSSTRESN,Numeric Finding in Standard Units,Num,8
qsae.xpt,QSLOBXFL,Last Observation Before Exposure Flag,Char,1
qsae.xpt,VISITNUM,Visit Number,Num,8
qsae.xpt,VISIT,Visit Name,Char,200
qsae.xpt,QSDTC,Date/Time of Finding,Char,10
qsae.xpt,QSDY,Study Day of Finding,Num,8
qs.xpt,STUDYID,Study Identifier,Char,12
qs.xpt,DOMAIN,Domain Abbreviation,Char,4
qs.xpt,USUBJID,Unique Subject Identifier,Char,8
qs.xpt,QSSEQ,Sequence Number,Num,8
qs.xpt,QSTESTCD,Question Short Name,Char,7
qs.xpt,QSTEST,Question Name,Char,40
qs.xpt,QSCAT,Category of Question,Char,5
qs.xpt,QSORRES,Finding in Original Units,Char,23
qs.xpt,QSSTRESC,Character Result/Finding in Std Format,Char,20
qs.xpt,QSSTRESN,Numeric Finding in Standard Units,Num,8
qs.xpt,QSLOBXFL,Last Observation Before Exposure Flag,Char,1
qs.xpt,VISITNUM,Visit Number,Num,8
qs.xpt,VISIT,Visit Name,Char,200
qs.xpt,QSDTC,Date/Time of Finding,Char,10
qs.xpt,QSDY,Study Day of Finding,Num,8
qs1.xpt,STUDYID,Study Identifier,Char,12
qs1.xpt,DOMAIN,Domain Abbreviation,Char,4
qs1.xpt,USUBJID,Unique Subject Identifier,Char,8
qs1.xpt,QSSEQ,Sequence Number,Num,8
qs1.xpt,QSTESTCD,Question Short Name,Char,7
qs1.xpt,QSTEST,Question Name,Char,40
qs1.xpt,QSCAT,Category of Question,Char,5
qs1.xpt,QSORRES,Finding in Original Units,Char,23
qs1.xpt,QSSTRESC,Character Result/Finding in Std Format,Char,20
qs1.xpt,QSSTRESN,Numeric Finding in Standard Units,Num,8
qs1.xpt,QSLOBXFL,Last Observation Before Exposure Flag,Char,1
qs1.xpt,VISITNUM,Visit Number,Num,8
qs1.xpt,VISIT,Visit Name,Char,200
qs1.xpt,QSDTC,Date/Time of Finding,Char,10
qs1.xpt,QSDY,Study Day of Finding,Num,8
ae.xpt,STUDYID,Study Identifier,Char,50
ae.xpt,DOMAIN,Domain Abbreviation,Char,50
ae.xpt,USUBJID,Unique Subject Identifier,Char,50
ae.xpt,AESEQ,Sequence Number,Num,8
ae.xpt,AETERM,Reported Term for the Adverse Event,Char,50
ae.xpt,AESEV,Severity/Intensity,Char,50
ae.xpt,AESER,Serious Event,Char,50
ae.xpt,AEACN,Action Taken with Study Treatment,Char,50
ae.xpt,AEREL,Causality,Char,50
ae.xpt,AEOUT,Outcome of Adverse Event,Char,50
ae.xpt,AESCAN,Involves Cancer,Char,50
ae.xpt,AESCONG,Congenital Anomaly or Birth Defect,Char,50
ae.xpt,AESDISAB,Persist or Signif Disability/Incapacity,Char,50
ae.xpt,AESDTH,Results in Death,Char,50
ae.xpt,AESHOSP,Requires or Prolongs Hospitalization,Char,50
ae.xpt,AESLIFE,Is Life Threatening,Char,50
ae.xpt,AESOD,Occurred with Overdose,Char,50
ae.xpt,AESMIE,Other Medically Important Serious Event,Char,50
ae.xpt,EPOCH,Epoch,Char,50
ae.xpt,AESTDTC,Start Date/Time of Adverse Event,Char,50
ae.xpt,AEENDTC,End Date/Time of Adverse Event,Char,50
ae.xpt,AESTDY,Study Day of Start of Adverse Event,Num,8
ae.xpt,AEENDY,Study Day of End of Adverse Event,Num,8
ae.xpt,AEENRTPT,End Relative to Reference Time Point,Char,50
ae.xpt,AEENTPT,End Reference Time Point,Char,50
