path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,label/synonym,Sex
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,name,Sex
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,synonyms,"[Gender, Sex]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,label/synonym,Temperature
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,name,TEMP2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,synonyms,"[Temperature, Body Temperature, Temp]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,label/synonym,Weight
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,name,WGT2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,synonyms,"[WEIGHT, Body Weight]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,label/synonym,Height
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,name,HGT2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,synonyms,"[HEIGHT, Body Height]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,label/synonym,Systolic Blood Pressure
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,name,SBP1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,synonyms,"[SYSBP, Systolic Blood Pressure]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,label/synonym,Diastolic Blood Pressure
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,name,DBP1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,synonyms,"[DIABP, Diastolic Blood Pressure]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,label/synonym,Temperature
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,name,TEMP1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,synonyms,"[Temperature, Body Temperature]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,label/synonym,Weight
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,name,WGT1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,synonyms,"[WEIGHT, Body Weight]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,label/synonym,Height
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,name,HGT1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,synonyms,"[HEIGHT, Body Height]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,label/synonym,Systolic Blood Pressure
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,name,SBP2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,synonyms,"[SYSBP, Systolic Blood Pressure]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,label/synonym,Diastolic Blood Pressure
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,name,DBP2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001006\negative\01\results\unit-test-coreid-DDF00236-negative-1.json,synonyms,"[DIABP, Diastolic Blood Pressure]"
