path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,StudyVersion.id,StudyVersion_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,StudyVersion.studyDesigns.id,"['InterventionalStudyDesign_1', 'InterventionalStudyDesign_2', 'InterventionalStudyDesign_3']"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,appliesToIds,[]
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,code,Sponsor
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,name,ROLE_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,StudyVersion.id,StudyVersion_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,StudyVersion.studyDesigns.id,"['InterventionalStudyDesign_1', 'InterventionalStudyDesign_2', 'InterventionalStudyDesign_3']"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,appliesToIds,"['InterventionalStudyDesign_1', 'InterventionalStudyDesign_2', 'StudyVersion_1']"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,code,Study Subject
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,name,ROLE_2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,StudyVersion.id,StudyVersion_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,StudyVersion.studyDesigns.id,"['InterventionalStudyDesign_1', 'InterventionalStudyDesign_2', 'InterventionalStudyDesign_3']"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,appliesToIds,"['InterventionalStudyDesign_3', 'StudyVersion_xx']"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,code,Investigator
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000970\negative\01\results\unit-test-coreid-DDF00189-negative-1.json,name,ROLE_3
