Dataset,Record,Variable,Value
tx.csv,4,TXPARMCD,ARMCD
tx.csv,4,$txgroupsbysetcd,"['XXSPGRPCD', 'GRPLBL', 'ARMCD']"
tx.csv,4,SETCD,SET2
tx.csv,5,TXPARMCD,XXSPGRPCD
tx.csv,5,$txgroupsbysetcd,"['XXSPGRPCD', 'GRPLBL', 'ARMCD']"
tx.csv,5,SETCD,SET2
tx.csv,6,TXPARMCD,GRPLBL
tx.csv,6,$txgroupsbysetcd,"['XXSPGRPCD', 'GRPLBL', 'ARMCD']"
tx.csv,6,SETCD,SET2
tx.csv,7,TXPARMCD,ARMCD
tx.csv,7,$txgroupsbysetcd,"['TCNTRL', 'ARMCD']"
tx.csv,7,SETCD,SET3
tx.csv,8,TXPARMCD,TCNTRL
tx.csv,8,$txgroupsbysetcd,"['TCNTRL', 'ARMCD']"
tx.csv,8,SETCD,SET3
