dataset,variable,label,type,length
in.xpt,STUDYID,Study Identifier,Char,50
in.xpt,DOMAIN,Domain Abbreviation,Char,50
in.xpt,SPTOBID,Applicant-Defined Tobacco Product ID,Char,50
in.xpt,IGDCMPID,Ingredient or Component Identifier,Char,50
in.xpt,INMANUF,Manufacturer Name,Char,50
in.xpt,INMANUIN,Manufacturer Unique Identifying Item Num,Char,50
in.xpt,TPMF,Tobacco Product Master File Number,Char,50
in.xpt,IUPACNAM,Preferred IUPAC Name,Char,50
in.xpt,INIGDPLX,Ingredient Complexity,Char,50
in.xpt,INCIGIND,Applicant-Customized Ingredient Indic,Char,50
in.xpt,INGRADE,Ingredient Grade,Char,50
in.xpt,INPURITY,Ingredient Purity,Char,50
