Dataset,Record,Variable,Value
lb,7,variable_name,LBORRES
lb,7,library_variable_data_type,Char
lb,7,variable_data_type,Num
lb,13,variable_name,LBCHENDY
lb,13,library_variable_data_type,Num
lb,13,variable_data_type,Char
lb,14,variable_name,LBDURATION
lb,14,library_variable_data_type,
lb,14,variable_data_type,Char
dm,1,variable_name,STUDYID
dm,1,library_variable_data_type,Char
dm,1,variable_data_type,Num
dm,7,variable_name,RFXSTDTC
dm,7,library_variable_data_type,Char
dm,7,variable_data_type,Num
dm,22,variable_name,COUNTRY
dm,22,library_variable_data_type,Char
dm,22,variable_data_type,Num
xy,4,variable_name,XYSEQ
xy,4,library_variable_data_type,Num
xy,4,variable_data_type,Char
xy,12,variable_name,XYDY
xy,12,library_variable_data_type,Num
xy,12,variable_data_type,Char
