path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,StudyDesign.id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,StudyDesign.name,Main Design
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,bcCategoryIds,['XCat1']
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,bcSurrogateIds,['XSur1']
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,biomedicalConceptIds,"['BBC_1', 'BBC_2']"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,childIds,"['Activity_1', 'Activity_2', 'Activity_3', 'Activity_4', 'Activity_5', 'Activity_6', 'Activity_7', 'Activity_8', 'Activity_9', 'Activity_10']"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,definedProcedures.id,Xproc1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,name,Eligibility
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,timelineId,Xtime1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,StudyDesign.id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,StudyDesign.name,Main Design
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,bcCategoryIds,[]
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,bcSurrogateIds,[]
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,biomedicalConceptIds,[]
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,childIds,['Activity_2']
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,definedProcedures.id,Xproc1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,name,Informed consent
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,timelineId,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000954\negative\01\results\unit-test-coreid-DDF00160-negative-1.json,StudyDesign.id,InterventionalStudyDesign_1
