Dataset,Record,Variable,Value
ae,,$dataset_variables,"['STUDYID', 'DOMAIN', 'USUBJID', 'AESEQ', 'AELNKID', 'AETERM', 'AELLT', 'AELLTCD', 'AEDECOD', 'AEPTCD', 'AEHLT', 'AEHLTCD', 'AEHLGT', 'AEHLGTCD', 'AEBDSYCD', 'AESOC', 'AESOCCD', 'AESEV', 'AEACN', 'AEREL', 'AEOUT', 'AESCAN', 'AESCONG', 'AESDISAB', 'AESDTH', 'AESHOSP', 'AESLIFE', 'AESOD', 'EPOCH', 'AESTDTC', 'AEENDTC', 'AESTDY', 'AEENDY', 'AEENRTPT', 'AEENTPT']"
ae,,$expected_variables,"['AELLT', 'AELLTCD', 'AEPTCD', 'AEHLT', 'AEHLTCD', 'AEHLGT', 'AEHLGTCD', 'AEBODSYS', 'AEBDSYCD', 'AESOC', 'AESOCCD', 'AESER', 'AEACN', 'AEREL', 'AESTDTC', 'AEENDTC']"
ex,,$dataset_variables,"['STUDYID', 'DOMAIN', 'USUBJID', 'SPDEVID', 'EXSEQ', 'EXTRT', 'EXDOSU', 'EXDOSFRM', 'EXDOSFRQ', 'EXROUTE', 'EXLOT', 'EPOCH', 'EXSTDTC', 'EXENDTC', 'EXSTDY', 'EXENDY']"
ex,,$expected_variables,"['EXDOSE', 'EXDOSU', 'EXDOSFRM', 'EXSTDTC', 'EXENDTC']"
lb,,$dataset_variables,"['STUDYID', 'DOMAIN', 'USUBJID', 'LBSEQ', 'LBTESTCD', 'LBTEST', 'LBORRES', 'LBORRESU', 'LBORNRLO', 'LBORNRHI', 'LBSTRESC', 'LBSTRESN', 'LBSTRESU', 'LBSTNRLO', 'LBSTNRHI', 'LBNRIND', 'LBLOBXFL', 'VISITNUM', 'VISIT', 'EPOCH', 'LBDTC', 'LBDY', 'LBDTC2', 'LBDY3']"
lb,,$expected_variables,"['LBCAT', 'LBORRES', 'LBORRESU', 'LBORNRLO', 'LBORNRHI', 'LBSTRESC', 'LBSTRESN', 'LBSTRESU', 'LBSTNRLO', 'LBSTNRHI', 'LBSTREFC', 'LBNRIND', 'LBLOBXFL', 'VISITNUM', 'LBDTC']"
suppae,,$dataset_variables,"['STUDYID', 'RDOMAIN', 'USUBJID', 'IDVARVAL', 'QNAM', 'QLABEL', 'QVAL', 'QORIG', 'QEVAL']"
suppae,,$expected_variables,"['IDVAR', 'IDVARVAL', 'QEVAL']"
ta,,$dataset_variables,"['STUDYID', 'DOMAIN', 'ARMCD', 'ARM', 'TAETORD', 'ETCD', 'ELEMENT', 'TABRANCH', 'EPOCH']"
ta,,$expected_variables,"['TABRANCH', 'TATRANS']"
