dataset,variable,label,type,length
adsl.xpt,Identifier,STUDYID,Study Identifier,Char
adsl.xpt,Identifier,USUBJID,Unique Subject Identifier,Char
adsl.xpt,Population Indicator,FASFL,Full Analysis Set Population Flag,Char
adsl.xpt,Population Indicator,SAFFL,Safety Population Flag,Char
adsl.xpt,Population Indicator,ITTFL,Intent-To-Treat Population Flag,Char
adsl.xpt,Population Indicator,PPROTFL,Per-Protocol Population Flag,Char
adsl.xpt,Population Indicator,COMPLFL,Completers Population Flag,Char
adsl.xpt,Population Indicator,RANDFL,Randomized Population Flag,Char
adsl.xpt,Population Indicator,ENRLFL,Enrolled Population Flag,Char
advs.xpt,SUBJID,Subject Identifier for the Study,Char,50
advs.xpt,AVISIT,Analysis Visit,Char,50
advs.xpt,ADY,Analysis Relative Day,Num,8
advs.xpt,PARAM,Parameter,Char,50
advs.xpt,BASE,Baseline Value,Num,8
advs.xpt,CHG,Change from Baseline,Num,8
advs.xpt,AVAL,Analysis Value,Num,8
advs.xpt,DTYPE,Derivation Type,Char,50
advs.xpt,ANL01FL,Analysis Flag zz,Char,50
advs.xpt,CRIT1,Analysis Criterion y,Char,50
advs.xpt,CRIT1FL,Criterion y Evaluation Result Flag,Char,50
