Dataset,Record,Variable,Value
SUPPAE,1,IDVAR,AESPID
SUPPAE,1,IDVARVAL,1
SUPPAE,1,QNAM,DICTVERSION
SUPPAE,2,IDVAR,AESPID
SUPPAE,2,IDVARVAL,10
SUPPAE,2,QNAM,DICTVERSION
SUPPAE,3,IDVAR,AESPID
SUPPAE,3,IDVARVAL,11
SUPPAE,3,QNAM,1DICTV
SUPPAE,4,IDVAR,AESPID
SUPPAE,4,IDVARVAL,12
SUPPAE,4,QNAM,dICTV
SUPPAE,5,IDVAR,AESPID
SUPPAE,5,IDVARVAL,13
SUPPAE,5,QNAM,DI&ION
SUPPAE,6,IDVAR,AESPID
SUPPAE,6,IDVARVAL,14
SUPPAE,6,QNAM,DICTVERSION
SUPPAE,7,IDVAR,AESPID
SUPPAE,7,IDVARVAL,15
SUPPAE,7,QNAM,DICTVER'
SUPPAE,8,IDVAR,AESPID
SUPPAE,8,IDVARVAL,2
SUPPAE,8,QNAM,DICTVERSION
SUPPAE,9,IDVAR,AESPID
SUPPAE,9,IDVARVAL,3
SUPPAE,9,QNAM,DICTVERSION
SUPPAE,10,IDVAR,AESPID
SUPPAE,10,IDVARVAL,4
SUPPAE,10,QNAM,DICTVERSION
