Dataset,Record,Variable,Value
DI,1,POOLID,Not in dataset
DI,1,SPDEVID,PUFFMASTER3K
DI,1,USUBJID,Not in dataset
DI,2,POOLID,Not in dataset
DI,2,SPDEVID,PUFFMASTER3K
DI,2,USUBJID,Not in dataset
DI,3,POOLID,Not in dataset
DI,3,SPDEVID,PUFFMASTER3K
DI,3,USUBJID,Not in dataset
DO,1,POOLID,Not in dataset
DO,1,SPDEVID,PUFFMASTER2K
DO,1,USUBJID,Not in dataset
DO,2,POOLID,Not in dataset
DO,2,SPDEVID,PUFFMASTER2K
DO,2,USUBJID,Not in dataset
DO,3,POOLID,Not in dataset
DO,3,SPDEVID,PUFFMASTER2K
DO,3,USUBJID,Not in dataset
DO,4,POOLID,Not in dataset
DO,4,SPDEVID,PUFFMASTER3K
DO,4,USUBJID,Not in dataset
DO,5,POOLID,Not in dataset
DO,5,SPDEVID,PUFFMASTER3K
DO,5,USUBJID,Not in dataset
DO,6,POOLID,Not in dataset
DO,6,SPDEVID,PUFFMASTER3K
DO,6,USUBJID,Not in dataset
DU,1,POOLID,Not in dataset
DU,1,SPDEVID,PUFFMASTER2K
DU,1,USUBJID,
DU,2,POOLID,Not in dataset
DU,2,SPDEVID,PUFFMASTER2K
DU,2,USUBJID,
DU,3,POOLID,Not in dataset
DU,3,SPDEVID,PUFFMASTER2K
DU,3,USUBJID,
DU,4,POOLID,Not in dataset
DU,4,SPDEVID,PUFFMASTER2K
DU,4,USUBJID,
DU,5,POOLID,Not in dataset
DU,5,SPDEVID,PUFFMASTER2K
DU,5,USUBJID,
DU,6,POOLID,Not in dataset
DU,6,SPDEVID,PUFFMASTER2K
DU,6,USUBJID,
DU,7,POOLID,Not in dataset
DU,7,SPDEVID,PUFFMASTER2K
DU,7,USUBJID,
DU,8,POOLID,Not in dataset
DU,8,SPDEVID,PUFFMASTER2K
DU,8,USUBJID,
DU,9,POOLID,Not in dataset
DU,9,SPDEVID,PUFFMASTER2K
DU,9,USUBJID,
DU,10,POOLID,Not in dataset
DU,10,SPDEVID,PUFFMASTER2K
DU,10,USUBJID,
DU,11,POOLID,Not in dataset
DU,11,SPDEVID,PUFFMASTER2K
DU,11,USUBJID,
DU,12,POOLID,Not in dataset
DU,12,SPDEVID,PUFFMASTER2K
DU,12,USUBJID,
DU,13,POOLID,Not in dataset
DU,13,SPDEVID,PUFFMASTER2K
DU,13,USUBJID,
DU,14,POOLID,Not in dataset
DU,14,SPDEVID,PUFFMASTER2K
DU,14,USUBJID,
DU,15,POOLID,Not in dataset
DU,15,SPDEVID,PUFFMASTER2K
DU,15,USUBJID,
DU,16,POOLID,Not in dataset
DU,16,SPDEVID,PUFFMASTER2K
DU,16,USUBJID,
DU,17,POOLID,Not in dataset
DU,17,SPDEVID,PUFFMASTER2K
DU,17,USUBJID,
DU,18,POOLID,Not in dataset
DU,18,SPDEVID,PUFFMASTER2K
DU,18,USUBJID,
