path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Issue,dictionaryId is missing
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Parameter name,min_age
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Parameter reference,"<usdm:tag name=""min_age""/>"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,SyntaxTemplateDictionary.name,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,dictionaryId,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,name,CHAR1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Issue,dictionaryId is invalid
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Parameter name,qrs_vis
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Parameter reference,"<usdm:tag name=""qrs_vis""/>"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,SyntaxTemplateDictionary.name,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,dictionaryId,SyntaxTemplateDictionary_xx
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,name,COND2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Issue,dictionaryId is missing
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Parameter name,min_age
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Parameter reference,"<usdm:tag name=""min_age""/>"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,SyntaxTemplateDictionary.name,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,dictionaryId,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,name,IN01
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Issue,Parameter not in dictionary
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Parameter name,cibic_vis
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Parameter reference,"<usdm:tag name=""cibic_vis""></usdm:tag>"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,SyntaxTemplateDictionary.name,IE_Dict
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,dictionaryId,SyntaxTemplateDictionary_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,name,END2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Issue,Parameter not in dictionary
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Parameter name,ice_type
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Parameter reference,"<usdm:tag name=""ice_type""/>"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,SyntaxTemplateDictionary.name,AS_Dict
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,dictionaryId,SyntaxTemplateDictionary_2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,name,DISTRUPTION
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Issue,Parameter not in dictionary
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Parameter name,erroralpha
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,Parameter reference,"<usdm:tag name=""erroralpha""/>"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,SyntaxTemplateDictionary.name,IE_Dict
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,dictionaryId,SyntaxTemplateDictionary_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001074\negative\01\results\unit-test-coreid-DDF00246-negative-1.json,name,OBJ1
