Dataset,Record,Variable,Value
TO,1,$tbprdcat_count,0
TO,1,SPTOBID,CIG01a
TO,2,$tbprdcat_count,0
TO,2,SPTOBID,CIG01a
TO,3,$tbprdcat_count,0
TO,3,SPTOBID,CIG01a
TO,4,$tbprdcat_count,0
TO,4,SPTOBID,CIG01a
TO,5,$tbprdcat_count,0
TO,5,SPTOBID,CIG01a
TO,6,$tbprdcat_count,0
TO,6,SPTOBID,VAPE-Z27
TO,7,$tbprdcat_count,0
TO,7,SPTOBID,VAPE-Z27
TO,8,$tbprdcat_count,0
TO,8,SPTOBID,VAPE-Z27
TO,9,$tbprdcat_count,0
TO,9,SPTOBID,VAPE-Z01
TO,10,$tbprdcat_count,0
TO,10,SPTOBID,VAPE-Z01
TO,11,$tbprdcat_count,0
TO,11,SPTOBID,VAPE-Z01
