Dataset,Record,Variable,Value
pc,1,PCSTRESU,ug/mL
pc,2,PCSTRESU,bottles
pc,3,PCSTRESU,ug/mL
pc,4,PCSTRESU,mmol/L
pc,5,PCSTRESU,mmol/L
pc,6,PCSTRESU,mmol/L
pc,7,PCSTRESU,ug/mL
pc,8,PCSTRESU,ug/mL
pc,9,PCSTRESU,ug/mL
pc,10,PCSTRESU,mmol/L
pc,11,PCSTRESU,mmol/L
pc,12,PCSTRESU,pills
pp,1,PPSTRESU,ug/mL
pp,2,PPSTRESU,ug/mL
pp,3,PPSTRESU,ug/mL
pp,4,PPSTRESU,ug/mL
pp,5,PPSTRESU,mmol/L
pp,6,PPSTRESU,flasks
pp,7,PPSTRESU,mmol/L
pp,8,PPSTRESU,mmol/L
pp,9,PPSTRESU,ug/mL
pp,10,PPSTRESU,tablets
pp,11,PPSTRESU,ug/mL
pp,12,PPSTRESU,ug/mL
pp,13,PPSTRESU,cars 
pp,14,PPSTRESU,mmol/L
pp,15,PPSTRESU,mmol/L
pp,16,PPSTRESU,mmol/L
pp,17,PPSTRESU,mmol/L
