path,attribute,value
,parent_entity,StudyDesign
,plannedAge.minValue,50
,plannedAge.unit.decode,Year
,id,StudyDesignPopulation_1
,plannedAge.maxValue.StudyCohort,100
,parent_rel,population
,plannedAge,True
,plannedAge.maxValue,100
,plannedAge.minValue.StudyCohort,50
,plannedAge.unit.decode.StudyCohort,Year
,name,POP1
,plannedAge.StudyCohort,True
,parent_id,StudyDesign_1
,name.StudyCohort,COHORT1
,id.StudyCohort,StudyCohort_1
,parent_entity,StudyDesign
,plannedAge.minValue,50
,plannedAge.unit.decode,Year
,id,StudyDesignPopulation_1
,plannedAge.maxValue.StudyCohort,100
,parent_rel,population
,plannedAge,True
,plannedAge.maxValue,100
,plannedAge.minValue.StudyCohort,50
,plannedAge.unit.decode.StudyCohort,Year
,name,POP1
,plannedAge.StudyCohort,True
,parent_id,StudyDesign_1
,name.StudyCohort,COHORT2
,id.StudyCohort,StudyCohort_2
,parent_entity,StudyDesign
,plannedAge.minValue,
,plannedAge.unit.decode,
,id,StudyDesignPopulation_2
,plannedAge.maxValue.StudyCohort,
,parent_rel,population
,plannedAge,False
,plannedAge.maxValue,
,plannedAge.minValue.StudyCohort,
,plannedAge.unit.decode.StudyCohort,
,name,POP2
,plannedAge.StudyCohort,False
,parent_id,StudyDesign_2
,name.StudyCohort,COHORT3
,id.StudyCohort,StudyCohort_3
,parent_entity,StudyDesign
,plannedAge.minValue,
,plannedAge.unit.decode,
,id,StudyDesignPopulation_2
,plannedAge.maxValue.StudyCohort,
,parent_rel,population
,plannedAge,False
,plannedAge.maxValue,
,plannedAge.minValue.StudyCohort,
,plannedAge.unit.decode.StudyCohort,
,name,POP2
,plannedAge.StudyCohort,False
,parent_id,StudyDesign_2
,name.StudyCohort,COHORT4
,id.StudyCohort,StudyCohort_4
,parent_entity,StudyDesign
,plannedAge.minValue,
,plannedAge.unit.decode,
,id,StudyDesignPopulation_3
,plannedAge.maxValue.StudyCohort,
,parent_rel,population
,plannedAge,False
,plannedAge.maxValue,
,plannedAge.minValue.StudyCohort,
,plannedAge.unit.decode.StudyCohort,
,name,POP3
,plannedAge.StudyCohort,
,parent_id,StudyDesign_3
,name.StudyCohort,
,id.StudyCohort,
,parent_entity,StudyDesign
,plannedAge.minValue,
,plannedAge.unit.decode,
,id,StudyDesignPopulation_4
,plannedAge.maxValue.StudyCohort,
,parent_rel,population
,plannedAge,
,plannedAge.maxValue,
,plannedAge.minValue.StudyCohort,
,plannedAge.unit.decode.StudyCohort,
,name,POP4
,plannedAge.StudyCohort,
,parent_id,StudyDesign_4
,name.StudyCohort,
,id.StudyCohort,
