dataset,variable,label,type,length
Endpoint.xpt,parent_entity,Parent Entity Name,String,[1]
Endpoint.xpt,parent_id,Parent Entity Id,String,[1]
Endpoint.xpt,parent_rel,Name of Relationship from Parent Entity,String,[1]
Endpoint.xpt,rel_type,Type of Relationship,String,[1]
Endpoint.xpt,id,(Endpoint Id),String,[1]
Endpoint.xpt,name,Endpoint Name,String,[1]
Endpoint.xpt,description,Study Endpoint Description,String,[0..1]
Endpoint.xpt,label,Endpoint Label,String,[0..1]
Endpoint.xpt,text,Study Endpoint Text,String,[1]
Endpoint.xpt,dictionaryId,(Endpoint Dictionary) [Identifier],String,SyntaxTemplateDictionary[0..1].id[1]
Endpoint.xpt,purpose,Study Endpoint Purpose Description,String,[1]
Endpoint.xpt,instanceType,Instance Type,String,[1]
Endpoint.xpt,level,Study Endpoint Level [Exists],Boolean,Code[1]
Endpoint.xpt,level.id,Study Endpoint Level / (Code Id),String,Code[1].id[1]
Endpoint.xpt,level.code,Study Endpoint Level / Code Value,String,Code[1].code[1]
Endpoint.xpt,level.codeSystem,Study Endpoint Level / Code System Name,String,Code[1].codeSystem[1]
Endpoint.xpt,level.codeSystemVersion,Study Endpoint Level / Code System Version,String,Code[1].codeSystemVersion[1]
Endpoint.xpt,level.decode,Study Endpoint Level / Decode,String,Code[1].decode[1]
