path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000816\negative\01\results\unit-test-coreid-DDF00099-negative-1.json,parent_entity,StudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000816\negative\01\results\unit-test-coreid-DDF00099-negative-1.json,id,StudyEpoch_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000816\negative\01\results\unit-test-coreid-DDF00099-negative-1.json,parent_rel,epochs
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000816\negative\01\results\unit-test-coreid-DDF00099-negative-1.json,name,Screening
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000816\negative\01\results\unit-test-coreid-DDF00099-negative-1.json,parent_id,StudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000816\negative\01\results\unit-test-coreid-DDF00099-negative-1.json,parent_entity,StudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000816\negative\01\results\unit-test-coreid-DDF00099-negative-1.json,id,StudyEpoch_2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000816\negative\01\results\unit-test-coreid-DDF00099-negative-1.json,parent_rel,epochs
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000816\negative\01\results\unit-test-coreid-DDF00099-negative-1.json,name,Treatment 1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000816\negative\01\results\unit-test-coreid-DDF00099-negative-1.json,parent_id,StudyDesign_1
