dataset,variable,label,type,length
suppdm,STUDYID,Study Identifier,Char,12
suppdm,RDOMAIN,Related Domain Abbreviation,Char,6
suppdm,USUBJID,Unique Subject Identifier,Char,8
suppdm,IDVAR,Identifying Variable,Char,200
suppdm,IDVARVAL,Identifying Variable Value,Char,200
suppdm,QNAM,Qualifier Variable Name,Char,8
suppdm,QLABEL,Qualifier Variable Label,Char,40
suppdm,QVAL,Data Value,Char,200
suppdm,QORIG,Origin,Char,13
suppdm,QEVAL,Evaluator,Char,200
suppec,STUDYID,Study Identifier,Char,12
suppec,RDOMAIN,Related Domain Abbreviation,Char,6
suppec,USUBJID,Unique Subject Identifier,Char,8
suppec,IDVAR,Identifying Variable,Char,200
suppec,IDVARVAL,Identifying Variable Value,Char,200
suppec,QNAM,Qualifier Variable Name,Char,8
suppec,QLABEL,Qualifier Variable Label,Char,40
suppec,QVAL,Data Value,Char,200
suppec,QORIG,Origin,Char,13
suppec,QEVAL,Evaluator,Char,200
