Dataset,Record,Variable,Value
PD,1,SPTOBID,VAPE-Z27
PD,1,PDPARMCD,PUFCNT
PD,1,PDVALTRG,300
PD,1,PDVALMIN,300.01
PD,2,SPTOBID,VAPE-Z27
PD,2,PDPARMCD,CRTVOL
PD,2,PDVALTRG,0
PD,2,PDVALMIN,1
PD,3,SPTOBID,VAPE-Z27
PD,3,PDPARMCD,HTELNUM
PD,3,PDVALTRG,-1
PD,3,PDVALMIN,0
PD,4,SPTOBID,VAPE-Z27
PD,4,PDPARMCD,HTELGTH
PD,4,PDVALTRG,2
PD,4,PDVALMIN,3
PD,6,SPTOBID,VAPE-Z27
PD,6,PDPARMCD,BTVLTORG
PD,6,PDVALTRG,-4.6
PD,6,PDVALMIN,-4.5
PD,7,SPTOBID,VAPE-Z27
PD,7,PDPARMCD,BTCRTORG
PD,7,PDVALTRG,1601
PD,7,PDVALMIN,1602
PD,8,SPTOBID,VAPE-Z27
PD,8,PDPARMCD,PDUVOR
PD,8,PDVALTRG,3
PD,8,PDVALMIN,3.2
PD,10,SPTOBID,VAPE-Z27
PD,10,PDPARMCD,PDUTCTOF
PD,10,PDVALTRG,54.99
PD,10,PDVALMIN,55
PD,11,SPTOBID,VAPE-Z27
PD,11,PDPARMCD,AIRFLRT
PD,11,PDVALTRG,699
PD,11,PDVALMIN,700
