Dataset,Record,Variable,Value
pd.xpt,1,PDVALMAX,310
pd.xpt,1,PDVALTRG,311
pd.xpt,1,SPTOBID,VAPE-Z27
pd.xpt,1,PDPARMCD,PUFCNT
pd.xpt,2,PDVALMAX,2.9
pd.xpt,2,PDVALTRG,3
pd.xpt,2,SPTOBID,VAPE-Z27
pd.xpt,2,PDPARMCD,CRTVOL
pd.xpt,3,PDVALMAX,-2.1
pd.xpt,3,PDVALTRG,-1.1
pd.xpt,3,SPTOBID,VAPE-Z27
pd.xpt,3,PDPARMCD,HTELNUM
pd.xpt,4,PDVALMAX,3.3
pd.xpt,4,PDVALTRG,3.4
pd.xpt,4,SPTOBID,VAPE-Z27
pd.xpt,4,PDPARMCD,HTELGTH
pd.xpt,6,PDVALMAX,4
pd.xpt,6,PDVALTRG,4.5
pd.xpt,6,SPTOBID,VAPE-Z27
pd.xpt,6,PDPARMCD,BTVLTORG
pd.xpt,7,PDVALMAX,1600.99
pd.xpt,7,PDVALTRG,1601
pd.xpt,7,SPTOBID,VAPE-Z27
pd.xpt,7,PDPARMCD,BTCRTORG
pd.xpt,8,PDVALMAX,4.2
pd.xpt,8,PDVALTRG,4.3
pd.xpt,8,SPTOBID,VAPE-Z27
pd.xpt,8,PDPARMCD,PDUVOR
pd.xpt,10,PDVALMAX,69
pd.xpt,10,PDVALTRG,70
pd.xpt,10,SPTOBID,VAPE-Z27
pd.xpt,10,PDPARMCD,PDUTCTOF
pd.xpt,11,PDVALMAX,740
pd.xpt,11,PDVALTRG,800
pd.xpt,11,SPTOBID,VAPE-Z27
pd.xpt,11,PDPARMCD,AIRFLRT
