dataset,variable,label,type,length
om.xpt,STUDYID,Study Identifier,Char,10
om.xpt,DOMAIN,Domain Abbreviation,Char,2
om.xpt,USUBJID,Unique Subject Identifier,Char,14
om.xpt,OMSEQ,Sequence Number,Num,8
om.xpt,OMTESTCD,Test Short Name ,Char,8
om.xpt,OMTEST,Test Name ,Char,25
om.xpt,OMORRES,Result or Findings as Collected,Char,6
om.xpt,OMORRESU,Unit of the Original Result ,Char,6
om.xpt,OMSTRESC,Standardized Result in Character Format,Char,6
om.xpt,OMSTRESN,Standardized Result in Numeric Format,Num,6
om.xpt,OMSTRESU,Unit of the Standardized Result,Char,6
bw.xpt,STUDYID,Study Identifier,Char,10
bw.xpt,DOMAIN,Domain Abbreviation,Char,2
bw.xpt,USUBJID,Unique Subject Identifier,Char,14
bw.xpt,BWSEQ,Sequence Number,Num,8
bw.xpt,BWTESTCD,Test Short Name ,Char,8
bw.xpt,BWTEST,Test Name ,Char,25
bw.xpt,BWORRES,Result or Findings as Collected,Char,6
bw.xpt,BWORRESU,Unit of the Original Result ,Char,6
bw.xpt,BWSTRESC,Standardized Result in Character Format,Char,6
bw.xpt,BWSTRESN,Standardized Result in Numeric Format,Num,6
bw.xpt,BWSTRESU,Unit of the Standardized Result,Char,6
