dataset,variable,label,type,length
Activity,parent_entity,Parent Entity Name,String,[1]
Activity,parent_id,Parent Entity Id,String,[1]
Activity,parent_rel,Name of Relationship from Parent Entity,String,[1]
Activity,rel_type,Type of Relationship,String,[1]
Activity,id,(Activity Id),String,[1]
Activity,name,Study Activity Name,String,[1]
Activity,label,Study Activity Label,String,[0..1]
Activity,description,Study Activity Description,String,[0..1]
Activity,notes,Activity Notes [Any Exist],Boolean,CommentAnnotation[0..*]
Activity,biomedicalConceptIds,(Activity Biomedical Concepts) [Identifiers] [Any Exist],Boolean,string[0..*] (BiomedicalConcept.id)
Activity,bcSurrogateIds,(Activity Bc Surrogates) [Identifiers] [Any Exist],Boolean,string[0..*] (BiomedicalConceptSurrogate.id)
Activity,previousId,(Activity Previous) [Identifier],String,[0..1] (Activity.id)
Activity,nextId,(Activity Next) [Identifier],String,[0..1] (Activity.id)
Activity,instanceType,(Activity Instance Type),String,[1]
