dataset,variable,label,type,length
ma,STUDYID,Study Identifier,Char,10
ma,DOMAIN,Domain Abbreviation,Char,2
ma,USUBJID,Unique Subject Identifier,Char,14
ma,FOCID,Focus Identifier,Char,20
ma,MASEQ,Sequence Number,Num,8
ma,MASPID,Sponsor-Defined Identifier,Char,4
ma,MATESTCD,Macroscopic Examination Short Name,Char,8
ma,MATEST,Macroscopic Examination Name,Char,25
ma,MAORRES,Result or Finding in Original Units,Char,6
ma,MASTRESC,Character Result/Finding in Std Format,Char,6
ma,MASPEC,Specimen Material Type,Char,5
ma,MASPCUFL,Specimen Usability for the Test,Char,1
ma,MABLFL,Baseline Flag,Char,1
ma,MADTHREL,Relationship to Death,Char,1
ma,VISITNUM,Visit Number,Num,8
ma,VISIT,Visit Name,Char,18
ma,MADTC,Date/Time of Specimen Collection,Char,10
ma,MADY,Study Day of Specimen Collection,Num,8
mi,STUDYID,Study Identifier,Char,10
mi,DOMAIN,Domain Abbreviation,Char,2
mi,USUBJID,Unique Subject Identifier,Char,14
mi,FOCID,Focus Identifier,Char,20
mi,MISEQ,Sequence Number,Num,8
mi,MISPID,Sponsor-Defined Identifier,Char,4
mi,MITESTCD,Microscopic Examination Short Name,Char,8
mi,MITEST,Microscopic Examination Name,Char,25
mi,MIORRES,Result or Findings as Collected,Char,6
mi,MISTRESC,Standardized Result in Character Format,Char,6
mi,MIRESCAT,Result Category,Char,30
mi,MISPEC,Specimen Material Type,Char,5
