dataset,variable,label,type,length
cm,STUDYID,Study Identifier,Char,50
cm,DOMAIN,Domain Abbreviation,Char,50
cm,USUBJID,Unique Subject Identifier,Char,50
cm,CMSEQ,Sequence Number,Num,8
cm,CMSPID,Sponsor-Defined Identifier,Char,50
cm,CMTRT,"Reported Name of Drug, Med, or Therapy",Char,50
cm,CMDECOD,Standardized Medication Name,Char,50
cm,CMCAT,Category for Medication,Char,50
cm,CMINDC,Indication,Char,50
cm,CMCLAS,Medication Class,Char,50
cm,CMCLASCD,Medication Class Code,Char,50
cm,CMDOSE,Dose per Administration,Num,8
cm,CMDOSU,Dose Units,Char,50
cm,CMDOSFRM,Dose Form,Char,50
cm,CMDOSFRQ,Dosing Frequency per Interval,Char,50
cm,CMROUTE,Route of Administration,Char,50
cm,EPOCH,Epoch,Char,50
cm,CMSTDTC,Start Date/Time of Medication,Char,50
cm,CMENDTC,End Date/Time of Medication,Char,50
cm,CMSTDY,Study Day of Start of Medication,Num,8
cm,CMENDY,Study Day of End of Medication,Num,8
cm,CMATC1,WHODrug ATC 1,Char,50
cm,CMATC2,WHODrug ATC 2,Char,50
cm,CMATC3,WHODrug ATC 3,Char,50
cm,CMATC4,WHODrug ATC ,Char,50
